"","ARG_RGDP_EXT","AUS_RGDP_EXT","AUT_RGDP_EXT","BEL_RGDP_EXT","BRA_RGDP_EXT","BUL_RGDP_EXT","CAN_RGDP_EXT","CHE_RGDP_EXT","CHL_RGDP_EXT","CHN_RGDP_EXT","COL_RGDP_EXT","CRO_RGDP_EXT","CZE_RGDP_EXT","DEN_RGDP_EXT","DEU_RGDP_EXT","ESP_RGDP_EXT","EUR_RGDP_EXT","FIN_RGDP_EXT","FRA_RGDP_EXT","GBR_RGDP_EXT","GRE_RGDP_EXT","HKG_RGDP_EXT","HUN_RGDP_EXT","ICE_RGDP_EXT","IDN_RGDP_EXT","IND_RGDP_EXT","IRE_RGDP_EXT","ISE_RGDP_EXT","ITA_RGDP_EXT","JPN_RGDP_EXT","KOR_RGDP_EXT","MAL_RGDP_EXT","MEX_RGDP_EXT","NLD_RGDP_EXT","NOR_RGDP_EXT","NZD_RGDP_EXT","PER_RGDP_EXT","PHP_RGDP_EXT","POL_RGDP_EXT","POR_RGDP_EXT","ROM_RGDP_EXT","RUS_RGDP_EXT","SAF_RGDP_EXT","SAR_RGDP_EXT","SGP_RGDP_EXT","SWE_RGDP_EXT","TAW_RGDP_EXT","THA_RGDP_EXT","TUR_RGDP_EXT","URU_RGDP_EXT","USA_RGDP_EXT","VTN_RGDP_EXT"

"1992-04-01",2.57832267060636,4.35560962462413,2.75028051725579,3.80992653726422,10.0540398578582,NA,4.87304885086589,3.41687875207454,1.22572815533981,6.25303043385201,6.35671858322151,0.699931109703924,0.882731275284436,1.0077070995952,6.05580735072514,7.00058143992543,5.47396613077857,1.39943727563792,5.71542893244483,2.91462897260538,5.82401056947615,10.4150349702815,1.55653675346984,NA,6.40405937191092,5.36234784685353,4.01715192394244,1.1705565529623,5.38864847774591,13.7729788130227,24.0474592417786,10.8443318316386,7.8503616286155,4.33809930999975,4.55671984866189,2.85853684739003,3.69564351279648,5.70491246225696,1.43677741142169,6.67919632175646,5.22349474423287,0.915563276370568,4.23964673404678,NA,6.98975092945747,2.40021835793193,10.4799805239307,16.4221915217576,8.91740965970875,2.21599675857452,4.76819685690654,2.79279443975852

"1992-05-01",2.57832267060636,4.35560962462413,2.75717495784665,3.80992653726422,10.0540398578582,NA,4.87304885086589,3.41687875207454,1.1868932038835,6.25303043385201,6.35671858322151,0.691298750281596,0.882731275284436,1.0077070995952,6.05580735072514,7.00058143992543,5.47396613077857,1.39943727563792,5.71542893244483,2.91462897260538,5.82401056947615,10.4150349702815,1.55653675346984,NA,6.40405937191092,5.36234784685353,4.01715192394244,1.17414721723519,5.38864847774591,13.7729788130227,24.0474592417786,10.8443318316386,7.8503616286155,4.33809930999975,4.55671984866189,2.85853684739003,3.69564351279648,5.70491246225696,1.43677741142169,6.67919632175646,5.22349474423287,0.915563276370568,4.23964673404678,NA,6.98975092945747,2.40021835793193,10.4799805239307,16.4221915217576,8.91740965970875,2.21599675857452,4.76819685690654,2.79279443975852

"1992-06-01",2.64307549365661,4.35560962462413,2.76310124990666,3.763862473971,10.0540398578582,NA,4.87304885086589,3.41687875207454,1.23543689320388,6.39813026430586,6.42035640457788,0.704348785321236,0.881612018088068,1.0077070995952,6.05580735072514,6.90955084937023,5.44281803960556,1.39943727563792,5.71542893244483,2.91462897260538,5.64504183572143,10.4150349702815,1.54452093315,NA,6.40405937191092,5.43404167989775,4.06088452653591,1.16517055655296,5.38864847774591,13.7729788130227,24.0474592417786,10.8443318316386,7.8503616286155,4.33809930999975,4.55671984866189,2.85853684739003,3.69564351279648,5.74582332724389,1.44575462174015,6.6176535914205,5.10644083359676,0.881125327999733,4.23964673404678,NA,6.98975092945747,2.40021835793193,10.4799805239307,16.793386513951,8.91740965970875,2.26530651003796,4.76819685690654,2.79279443975852

"1992-07-01",2.64307549365661,4.39982750057781,2.76904027998224,3.763862473971,10.0657825189128,NA,4.899284500627,3.39112829606842,1.30825242718447,6.39813026430586,6.42035640457788,0.727338046665487,0.881612018088068,1.0328217721736,6.03769018918562,6.90955084937023,5.44281803960556,1.38187639468322,5.71402999443433,2.93328160981086,5.64504183572143,10.6067824201766,1.54452093315,NA,6.6387001216243,5.43404167989775,4.06088452653591,1.18850987432675,5.37667787195498,13.8247954095333,24.0469100625688,11.1100230871642,7.92325405798265,4.35123505385246,4.61641723839783,2.805001936983,3.63786570287179,5.74582332724389,1.44575462174015,6.6176535914205,5.10644083359676,0.881125327999733,4.19056231471758,NA,7.19636478127514,2.40026364108357,10.7042108260863,16.793386513951,9.12410396014967,2.26530651003796,4.81451612903226,2.84807826213634

"1992-08-01",2.64307549365661,4.39982750057781,2.7749920754526,3.763862473971,10.0657825189128,NA,4.899284500627,3.39112829606842,1.30339805825243,6.39813026430586,6.42035640457788,0.740925370379577,0.881612018088068,1.0328217721736,6.03769018918562,6.90955084937023,5.44281803960556,1.38187639468322,5.71402999443433,2.93328160981086,5.64504183572143,10.6067824201766,1.54452093315,NA,6.6387001216243,5.43404167989775,4.06088452653591,1.1705565529623,5.37667787195498,13.8247954095333,24.0469100625688,11.1100230871642,7.92325405798265,4.35123505385246,4.61641723839783,2.805001936983,3.63786570287179,5.74582332724389,1.44575462174015,6.6176535914205,5.10644083359676,0.881125327999733,4.19056231471758,NA,7.19636478127514,2.40026364108357,10.7042108260863,16.793386513951,9.12410396014967,2.26530651003796,4.81451612903226,2.84807826213634

"1992-09-01",2.70782831670686,4.39982750057781,2.77857402578611,3.77511067547283,10.0657825189128,NA,4.899284500627,3.39112829606842,1.35922330097087,6.5432300947597,6.48399422593427,0.775528109373109,0.880492760891699,1.0328217721736,6.03769018918562,6.91393786578253,5.43739783327465,1.38187639468322,5.71402999443433,2.93328160981086,5.73285359761043,10.6067824201766,1.53250511283015,NA,6.6387001216243,5.50573551294197,4.09524585714505,1.18850987432675,5.37667787195498,13.8247954095333,24.0469100625688,11.1100230871642,7.92325405798265,4.35123505385246,4.61641723839783,2.805001936983,3.63786570287179,5.79965341275303,1.4547318320586,6.59502758762051,4.98938692296065,0.846687379628897,4.19056231471758,NA,7.19636478127514,2.40026364108357,10.7042108260863,17.1645815061444,9.12410396014967,2.3146162615014,4.81451612903226,2.84807826213634

"1992-10-01",2.70782831670686,4.49062184452206,2.78216059968895,3.77511067547283,10.1910375701618,NA,4.9270074321206,3.36703374930096,1.32038834951456,6.5432300947597,6.48399422593427,0.791278377872099,0.880492760891699,1.02484215296618,6.02494973365138,6.91393786578253,5.43739783327465,1.37518191520326,5.70162006047022,2.95392097934563,5.73285359761043,10.699367600469,1.53250511283015,NA,6.68663132110633,5.50573551294197,4.09524585714505,1.19748653500898,5.33963735204411,13.7356250818032,24.4249414943913,11.4842657911684,7.92985299450191,4.36771444159495,4.58337262266521,2.83259618616964,3.79974067622382,5.79965341275303,1.4547318320586,6.59502758762051,4.98938692296065,0.846687379628897,4.15495079572108,NA,7.37807042553844,2.31873132656806,10.8939824396667,17.1645815061444,9.08889556123022,2.3146162615014,4.86269644334161,2.90336208451416

"1992-11-01",2.70782831670686,4.49062184452206,2.78575180312919,3.77511067547283,10.1910375701618,NA,4.9270074321206,3.36703374930096,1.32038834951456,6.5432300947597,6.48399422593427,0.795236458858076,0.880492760891699,1.02484215296618,6.02494973365138,6.91393786578253,5.43739783327465,1.37518191520326,5.70162006047022,2.95392097934563,5.73285359761043,10.699367600469,1.53250511283015,NA,6.68663132110633,5.50573551294197,4.09524585714505,1.20466786355476,5.33963735204411,13.7356250818032,24.4249414943913,11.4842657911684,7.92985299450191,4.36771444159495,4.58337262266521,2.83259618616964,3.79974067622382,5.79965341275303,1.4547318320586,6.59502758762051,4.98938692296065,0.846687379628897,4.15495079572108,NA,7.37807042553844,2.31873132656806,10.8939824396667,17.1645815061444,9.08889556123022,2.3146162615014,4.86269644334161,2.90336208451416

"1992-12-01",2.77258113975711,4.49062184452206,2.78723319700751,3.72851098353666,10.1910375701618,NA,4.9270074321206,3.36703374930096,1.31067961165049,6.68832992521354,6.54763204729066,0.764720987337776,0.879373503695331,1.02484215296618,6.02494973365138,6.86897094755648,5.41810612472663,1.37518191520326,5.70162006047022,2.95392097934563,5.70191040532574,10.699367600469,1.52048929251031,NA,6.68663132110633,5.57742934598619,4.12023591576989,1.22800718132855,5.33963735204411,13.7356250818032,24.4249414943913,11.4842657911684,7.92985299450191,4.36771444159495,4.58337262266521,2.83259618616964,3.79974067622382,5.91484979574255,1.46370904237706,6.58416710579651,4.87233301232454,0.812249431258062,4.15495079572108,NA,7.37807042553844,2.31873132656806,10.8939824396667,17.5357764983378,9.08889556123022,2.36392601296485,4.86269644334161,2.90336208451416

"1993-01-01",2.77258113975711,4.52242848859231,2.78871537865446,3.72851098353666,10.4369700251301,NA,4.95835933104147,3.3685066851431,1.31067961165049,6.68832992521354,6.54763204729066,0.709318921230515,0.879373503695331,1.01657470405595,5.9715333283381,6.86897094755648,5.41810612472663,1.37566702241195,5.66238962679944,2.9755382741202,5.70191040532574,10.8444527421798,1.52048929251031,NA,6.78772916979459,5.57742934598619,4.12023591576989,1.23518850987433,5.33216565918655,13.8097082478987,24.9099059637927,11.7505187618221,7.97205387466184,4.3945830085664,4.55321237576327,2.89460573490365,3.81615151635369,5.91484979574255,1.46370904237706,6.58416710579651,4.87233301232454,0.812249431258062,4.19175611601288,NA,7.50804156061883,2.30187089977664,11.0702571052055,17.5357764983378,9.36545813597506,2.36392601296485,4.87179487179488,2.95864590689198

"1993-02-01",2.77258113975711,4.52242848859231,2.79019834848892,3.72851098353666,10.4369700251301,NA,4.95835933104147,3.3685066851431,1.35679611650485,6.68832992521354,6.54763204729066,0.741318042736483,0.879373503695331,1.01657470405595,5.9715333283381,6.86897094755648,5.41810612472663,1.37566702241195,5.66238962679944,2.9755382741202,5.70191040532574,10.8444527421798,1.52048929251031,NA,6.78772916979459,5.57742934598619,4.12023591576989,1.25673249551167,5.33216565918655,13.8097082478987,24.9099059637927,11.7505187618221,7.97205387466184,4.3945830085664,4.55321237576327,2.89460573490365,3.81615151635369,5.91484979574255,1.46370904237706,6.58416710579651,4.87233301232454,0.812249431258062,4.19175611601288,NA,7.50804156061883,2.30187089977664,11.0702571052055,17.5357764983378,9.36545813597506,2.36392601296485,4.87179487179488,2.95864590689198

"1993-03-01",2.81591432900872,4.52242848859231,2.79022159907619,3.70065829410355,10.4369700251301,NA,4.95835933104147,3.3685066851431,1.28155339805825,6.86858630400555,6.64110210404719,0.704768945604025,0.879509593053502,1.01657470405595,5.9715333283381,6.80426245547507,5.3827545280965,1.37566702241195,5.66238962679944,2.9755382741202,5.55053965387899,10.8444527421798,1.51829935401209,NA,6.78772916979459,5.64651888087296,4.14106096462391,1.24416517055655,5.33216565918655,13.8097082478987,24.9099059637927,11.7505187618221,7.97205387466184,4.3945830085664,4.55321237576327,2.89460573490365,3.81615151635369,5.96652667783131,1.47738853635809,6.49728325120456,4.89095552531973,0.794583002674344,4.19175611601288,NA,7.50804156061883,2.30187089977664,11.0702571052055,17.5357764983378,9.36545813597506,2.37932127390583,4.87179487179488,2.95864590689198

"1993-04-01",2.81591432900872,4.54681587227469,2.79024484985722,3.70065829410355,10.651257003697,NA,5.00347354359364,3.39456819592333,1.43932038834951,6.86858630400555,6.64110210404719,0.690838080115496,0.879509593053502,1.01153768425694,5.97445545116705,6.80426245547507,5.3827545280965,1.37314446492675,5.67034702688067,2.99067038046239,5.55053965387899,11.0285723251823,1.51829935401209,NA,6.87041796153643,5.64651888087296,4.14106096462391,1.23339317773788,5.31932070635909,13.6892450659506,25.5766879787475,12.1656262413855,7.9944674492532,4.40552946177699,4.63225614180251,2.9241636198002,3.89995361713522,5.96652667783131,1.47738853635809,6.49728325120456,4.89095552531973,0.794583002674344,4.23773878376232,NA,7.87428946714239,2.31604075264185,11.2267010593761,17.6626506373049,9.68030138536133,2.37932127390583,4.90074441687345,3.02398525581756

"1993-05-01",2.81591432900872,4.54681587227469,2.79026810083198,3.70065829410355,10.651257003697,NA,5.00347354359364,3.39456819592333,1.35679611650485,6.86858630400555,6.64110210404719,0.704293655983843,0.879509593053502,1.01153768425694,5.97445545116705,6.80426245547507,5.3827545280965,1.37314446492675,5.67034702688067,2.99067038046239,5.55053965387899,11.0285723251823,1.51829935401209,NA,6.87041796153643,5.64651888087296,4.14106096462391,1.23518850987433,5.31932070635909,13.6892450659506,25.5766879787475,12.1656262413855,7.9944674492532,4.40552946177699,4.63225614180251,2.9241636198002,3.89995361713522,5.96652667783131,1.47738853635809,6.49728325120456,4.89095552531973,0.794583002674344,4.23773878376232,NA,7.87428946714239,2.31604075264185,11.2267010593761,17.6626506373049,9.68030138536133,2.37932127390583,4.90074441687345,3.02398525581756

"1993-06-01",2.85924751826033,4.54681587227469,2.79052374654541,3.73761667046672,10.651257003697,NA,5.00347354359364,3.39456819592333,1.39805825242718,7.04884268279755,6.73457216080373,0.67116940970174,0.879645682411673,1.01153768425694,5.97445545116705,6.80426245547507,5.38892634374443,1.37314446492675,5.67034702688067,2.99067038046239,5.64587813821562,11.0285723251823,1.51610941551387,NA,6.87041796153643,5.71560841575973,4.16292726592065,1.25673249551167,5.31932070635909,13.6892450659506,25.5766879787475,12.1656262413855,7.9944674492532,4.40552946177699,4.63225614180251,2.9241636198002,3.89995361713522,5.99559492400623,1.49106803033913,6.50090341181256,4.90957803831492,0.776916574090625,4.23773878376232,NA,7.87428946714239,2.31604075264185,11.2267010593761,17.6626506373049,9.68030138536133,2.39471653484682,4.90074441687345,3.02398525581756

"1993-07-01",2.85924751826033,4.55203683328838,2.79077941568125,3.73761667046672,10.706255116772,NA,5.05124503284119,3.4020701051814,1.43203883495146,7.04884268279755,6.73457216080373,0.657074316452265,0.879645682411673,1.02219963133302,6.01665090481715,6.80426245547507,5.38892634374443,1.3880857669545,5.67907158651604,3.01472734136152,5.64587813821562,11.276789340695,1.51610941551387,NA,7.10458649093244,5.71560841575973,4.16292726592065,1.26032315978456,5.31092697480847,13.619870134779,25.9953390585572,12.3443920808592,8.07891039352637,4.44159304944535,4.72456599444974,3.0038458899234,4.00725526413822,5.99559492400623,1.49106803033913,6.50090341181256,4.90957803831492,0.776916574090625,4.29873989816427,NA,8.00920442216037,2.345648386618,11.4582453501352,18.7674954330529,9.70582362662479,2.39471653484682,4.9247311827957,3.08932460474315

"1993-08-01",2.85924751826033,4.55203683328838,2.7910351082416,3.73761667046672,10.706255116772,NA,5.05124503284119,3.4020701051814,1.43932038834951,7.04884268279755,6.73457216080373,0.701272654410445,0.879645682411673,1.02219963133302,6.01665090481715,6.80426245547507,5.38892634374443,1.3880857669545,5.67907158651604,3.01472734136152,5.64587813821562,11.276789340695,1.51610941551387,NA,7.10458649093244,5.71560841575973,4.16292726592065,1.25314183123878,5.31092697480847,13.619870134779,25.9953390585572,12.3443920808592,8.07891039352637,4.44159304944535,4.72456599444974,3.0038458899234,4.00725526413822,5.99559492400623,1.49106803033913,6.50090341181256,4.90957803831492,0.776916574090625,4.29873989816427,NA,8.00920442216037,2.345648386618,11.4582453501352,18.7674954330529,9.70582362662479,2.39471653484682,4.9247311827957,3.08932460474315

"1993-09-01",2.90258070751194,4.55203683328838,2.79346558933042,3.74940050061149,10.706255116772,NA,5.05124503284119,3.4020701051814,1.44417475728155,7.22909906158956,6.82804221756026,0.701369677107336,0.879781771769844,1.02219963133302,6.01665090481715,6.88651901320567,5.41488531332374,1.3880857669545,5.67907158651604,3.01472734136152,5.66511309558178,11.276789340695,1.51391947701565,NA,7.10458649093244,5.78469795064651,4.193123586759,1.28545780969479,5.31092697480847,13.619870134779,25.9953390585572,12.3443920808592,8.07891039352637,4.44159304944535,4.72456599444974,3.0038458899234,4.00725526413822,6.00528433939787,1.50474752432017,6.54615541941253,4.92820055131012,0.759250145506907,4.29873989816427,NA,8.00920442216037,2.345648386618,11.4582453501352,18.7674954330529,9.70582362662479,2.41011179578781,4.9247311827957,3.08932460474315

"1993-10-01",2.90258070751194,4.63593859273648,2.79589818692369,3.74940050061149,10.6641274909546,NA,5.07297917655863,3.41840353037903,1.34708737864078,7.22909906158956,6.82804221756026,0.711076861952224,0.879781771769844,1.02920552877991,6.01291058759609,6.88651901320567,5.41488531332374,1.38988066362666,5.69191774846192,3.03527406534725,5.66511309558178,11.4060349832973,1.51391947701565,NA,7.3586142290296,5.78469795064651,4.193123586759,1.29622980251347,5.349859263762,13.6727402313693,26.5282978681926,12.4258407744135,8.18084701396823,4.41400798735465,4.8926633918779,3.05541716462052,4.02881269910172,6.00528433939787,1.50474752432017,6.54615541941253,4.92820055131012,0.759250145506907,4.33058881129254,NA,8.33868435636125,2.33042947407329,11.5400790803556,18.9479211084992,9.95719271160979,2.41011179578781,4.99048800661704,3.15466395366873

"1993-11-01",2.90258070751194,4.63593859273648,2.79833290286454,3.74940050061149,10.6641274909546,NA,5.07297917655863,3.41840353037903,1.44174757281553,7.22909906158956,6.82804221756026,0.671990045678923,0.879781771769844,1.02920552877991,6.01291058759609,6.88651901320567,5.41488531332374,1.38988066362666,5.69191774846192,3.03527406534725,5.66511309558178,11.4060349832973,1.51391947701565,NA,7.3586142290296,5.78469795064651,4.193123586759,1.31418312387792,5.349859263762,13.6727402313693,26.5282978681926,12.4258407744135,8.18084701396823,4.41400798735465,4.8926633918779,3.05541716462052,4.02881269910172,6.00528433939787,1.50474752432017,6.54615541941253,4.92820055131012,0.759250145506907,4.33058881129254,NA,8.33868435636125,2.33042947407329,11.5400790803556,18.9479211084992,9.95719271160979,2.41011179578781,4.99048800661704,3.15466395366873

"1993-12-01",2.94591389676356,4.63593859273648,2.80309193986751,3.78528761968878,10.6641274909546,NA,5.07297917655863,3.41840353037903,1.43203883495146,7.40935544038157,6.9215122743168,0.674961619425613,0.879917861128015,1.02920552877991,6.01291058759609,6.91174435757638,5.42662100945803,1.38988066362666,5.69191774846192,3.03527406534725,5.67598502800613,11.4060349832973,1.51172953851744,NA,7.3586142290296,5.85378748553328,4.23477368446705,1.31418312387792,5.349859263762,13.6727402313693,26.5282978681926,12.4258407744135,8.18084701396823,4.41400798735465,4.8926633918779,3.05541716462052,4.02881269910172,6.11402111212631,1.5184270183012,6.56787638306053,4.94682306430531,0.741583716923188,4.33058881129254,NA,8.33868435636125,2.33042947407329,11.5400790803556,18.9479211084992,9.95719271160979,2.42550705672879,4.99048800661704,3.15466395366873

"1994-01-01",2.94591389676356,4.71395532156826,2.80785907041544,3.78528761968878,10.8081575313474,NA,5.14762088910648,3.4343435627741,1.42233009708738,7.40935544038157,6.9215122743168,0.688041309953927,0.879917861128015,1.05309539411235,6.0866649677989,6.91174435757638,5.42662100945803,1.40448239060832,5.72932805848463,3.0717764116666,5.67598502800613,11.6572875784917,1.51172953851744,NA,7.41054590488812,5.85378748553328,4.23477368446705,1.33931777378815,5.39060383566396,13.8179411559286,27.2852041141956,12.694621463143,8.26686762045292,4.48008475946223,4.83687547766507,3.14791474148209,4.2945906247553,6.11402111212631,1.5184270183012,6.56787638306053,4.94682306430531,0.741583716923188,4.32441728495342,NA,8.54727033307206,2.37371261984266,11.7457001826417,19.4041170393967,9.68736465382974,2.42550705672879,5.03949545078578,3.22000330259432

"1994-02-01",2.94591389676356,4.71395532156826,2.81263430827279,3.78528761968878,10.8081575313474,NA,5.14762088910648,3.4343435627741,1.48058252427184,7.40935544038157,6.9215122743168,0.657169408399236,0.879917861128015,1.05309539411235,6.0866649677989,6.91174435757638,5.42662100945803,1.40448239060832,5.72932805848463,3.0717764116666,5.67598502800613,11.6572875784917,1.51172953851744,NA,7.41054590488812,5.85378748553328,4.23477368446705,1.36445242369838,5.39060383566396,13.8179411559286,27.2852041141956,12.694621463143,8.26686762045292,4.48008475946223,4.83687547766507,3.14791474148209,4.2945906247553,6.11402111212631,1.5184270183012,6.56787638306053,4.94682306430531,0.741583716923188,4.32441728495342,NA,8.54727033307206,2.37371261984266,11.7457001826417,19.4041170393967,9.68736465382974,2.42550705672879,5.03949545078578,3.22000330259432

"1994-03-01",2.98889654946028,4.71395532156826,2.81874847045454,3.812069051836,10.8081575313474,NA,5.14762088910648,3.4343435627741,1.49757281553398,7.56426825820317,7.01058077618595,0.665857002134665,0.886317738747004,1.05309539411235,6.0866649677989,6.96877557093627,5.47406946572391,1.40448239060832,5.72932805848463,3.0717764116666,5.63166099581454,11.6572875784917,1.52286779748921,NA,7.41054590488812,5.96301369647313,4.29204256881564,1.32675044883303,5.39060383566396,13.8179411559286,27.2852041141956,12.694621463143,8.26686762045292,4.48008475946223,4.83687547766507,3.14791474148209,4.2945906247553,6.22275788485473,1.53851885494318,6.58959734670852,4.99544958547002,0.718038444844555,4.32441728495342,NA,8.54727033307206,2.37371261984266,11.7457001826417,19.4041170393967,9.68736465382974,2.46970650309477,5.03949545078578,3.22000330259432

"1994-04-01",2.98889654946028,4.77227895183964,2.82487592372753,3.812069051836,10.9545095668641,NA,5.22305581857833,3.42337430765165,1.47330097087379,7.56426825820317,7.01058077618595,0.667560118809865,0.886317738747004,1.0711092466823,6.10770425216737,6.96877557093627,5.47406946572391,1.41408751334045,5.79468704402894,3.10742436014485,5.63166099581454,11.7479268743727,1.52286779748921,NA,7.59558677587745,5.96301369647313,4.29204256881564,1.33034111310592,5.42961561071171,13.7458869529495,27.769227133523,13.0544000026022,8.43918444910985,4.53163260276301,4.94952666311121,3.15525253808228,4.36858506368406,6.22275788485473,1.53851885494318,6.58959734670852,4.99544958547002,0.718038444844555,4.37132728049475,NA,8.66743487450577,2.40104100185327,12.1243687472478,19.4720979265144,8.70305390163447,2.46970650309477,5.10835401157982,3.29680323018734

"1994-05-01",2.98889654946028,4.77227895183964,2.83101669698419,3.812069051836,10.9545095668641,NA,5.22305581857833,3.42337430765165,1.49757281553398,7.56426825820317,7.01058077618595,0.665318853196204,0.886317738747004,1.0711092466823,6.10770425216737,6.96877557093627,5.47406946572391,1.41408751334045,5.79468704402894,3.10742436014485,5.63166099581454,11.7479268743727,1.52286779748921,NA,7.59558677587745,5.96301369647313,4.29204256881564,1.33572710951526,5.42961561071171,13.7458869529495,27.769227133523,13.0544000026022,8.43918444910985,4.53163260276301,4.94952666311121,3.15525253808228,4.36858506368406,6.22275788485473,1.53851885494318,6.58959734670852,4.99544958547002,0.718038444844555,4.37132728049475,NA,8.66743487450577,2.40104100185327,12.1243687472478,19.4720979265144,8.70305390163447,2.46970650309477,5.10835401157982,3.29680323018734

"1994-06-01",3.031879202157,4.77227895183964,2.83622465200589,3.85599060055745,10.9545095668641,NA,5.22305581857833,3.42337430765165,1.46359223300971,7.71918107602476,7.0996492780551,0.649000849311751,0.892717616365994,1.0711092466823,6.10770425216737,6.98413012837931,5.51275835901596,1.41408751334045,5.79468704402894,3.10742436014485,5.70023780033738,11.7479268743727,1.53400605646098,NA,7.59558677587745,6.07223990741299,4.36701274469014,1.34649910233393,5.42961561071171,13.7458869529495,27.769227133523,13.0544000026022,8.43918444910985,4.53163260276301,4.94952666311121,3.15525253808228,4.36858506368406,6.29381359772678,1.55861069158516,6.67557616114846,5.04407610663473,0.694493172765921,4.37132728049475,NA,8.66743487450577,2.40104100185327,12.1243687472478,19.4720979265144,8.70305390163447,2.51390594946075,5.10835401157982,3.29680323018734

"1994-07-01",3.031879202157,4.80843639675463,2.84144218761237,3.85599060055745,11.3608587135273,NA,5.28978519230934,3.44700837137115,1.47087378640777,7.71918107602476,7.0996492780551,0.685804390044697,0.892717616365994,1.0772730891476,6.15352313812538,6.98413012837931,5.51275835901596,1.44954885029592,5.82768994720137,3.14269143247707,5.70023780033738,11.8461162017698,1.53400605646098,NA,7.60958341957478,6.07223990741299,4.36701274469014,1.36265709156194,5.46349258407226,13.9205208488702,28.1458463902345,13.5491306015541,8.50767019547254,4.56594475791767,4.88228167410059,3.1674477493333,4.43617053546152,6.29381359772678,1.55861069158516,6.67557616114846,5.04407610663473,0.694493172765921,4.42049697134504,NA,8.9309161633104,2.42430899460078,12.1956537454514,19.606127948336,9.20305172028816,2.51390594946075,5.13833746898263,3.37360315778036

"1994-08-01",3.031879202157,4.80843639675463,2.84666932142812,3.85599060055745,11.3608587135273,NA,5.28978519230934,3.44700837137115,1.46844660194175,7.71918107602476,7.0996492780551,0.666427794073901,0.892717616365994,1.0772730891476,6.15352313812538,6.98413012837931,5.51275835901596,1.44954885029592,5.82768994720137,3.14269143247707,5.70023780033738,11.8461162017698,1.53400605646098,NA,7.60958341957478,6.07223990741299,4.36701274469014,1.39317773788151,5.46349258407226,13.9205208488702,28.1458463902345,13.5491306015541,8.50767019547254,4.56594475791767,4.88228167410059,3.1674477493333,4.43617053546152,6.29381359772678,1.55861069158516,6.67557616114846,5.04407610663473,0.694493172765921,4.42049697134504,NA,8.9309161633104,2.42430899460078,12.1956537454514,19.606127948336,9.20305172028816,2.51390594946075,5.13833746898263,3.37360315778036

"1994-09-01",3.07486185485372,4.80843639675463,2.8516502227892,3.86670317341634,11.3608587135273,NA,5.28978519230934,3.44700837137115,1.45631067961165,7.87409389384636,7.18871777992424,0.712951325126772,0.899117493984983,1.0772730891476,6.15352313812538,7.04006458763613,5.55306976316614,1.44954885029592,5.82768994720137,3.14269143247707,5.85244485427831,11.8461162017698,1.54514431543275,NA,7.60958341957478,6.18146611835285,4.46176671697599,1.36804308797127,5.46349258407226,13.9205208488702,28.1458463902345,13.5491306015541,8.50767019547254,4.56594475791767,4.88228167410059,3.1674477493333,4.43617053546152,6.35840970033772,1.57870252822714,6.70544248616445,5.09270262779944,0.670947900687287,4.42049697134504,NA,8.9309161633104,2.42430899460078,12.1956537454514,19.606127948336,9.20305172028816,2.55810539582673,5.13833746898263,3.37360315778036

"1994-10-01",3.07486185485372,4.85366182658815,2.85663983938045,3.86670317341634,11.8140458189734,NA,5.32815706100756,3.45864852894758,1.43446601941748,7.87409389384636,7.18871777992424,0.707788688653658,0.899117493984983,1.09557477142035,6.23487503768347,7.04006458763613,5.55306976316614,1.47642378965751,5.8828803080672,3.16055143554082,5.85244485427831,12.0018647900548,1.54514431543275,NA,7.63840727887515,6.18146611835285,4.46176671697599,1.40215439856373,5.51477701206902,13.8568166094854,29.2931994409117,13.8614442127006,8.60200679252999,4.60921310206281,5.07523288378748,3.19814247595664,4.57600254603556,6.35840970033772,1.57870252822714,6.70544248616445,5.09270262779944,0.670947900687287,4.49427815497082,NA,9.02944136173863,2.4593883427326,12.6240423521724,20.2350897364131,9.42584849860204,2.55810539582673,5.19665012406948,3.45040308537339

"1994-11-01",3.07486185485372,4.85366182658815,2.8616381864512,3.86670317341634,11.8140458189734,NA,5.32815706100756,3.45864852894758,1.47815533980582,7.87409389384636,7.18871777992424,0.701991594640031,0.899117493984983,1.09557477142035,6.23487503768347,7.04006458763613,5.55306976316614,1.47642378965751,5.8828803080672,3.16055143554082,5.85244485427831,12.0018647900548,1.54514431543275,NA,7.63840727887515,6.18146611835285,4.46176671697599,1.41831238779174,5.51477701206902,13.8568166094854,29.2931994409117,13.8614442127006,8.60200679252999,4.60921310206281,5.07523288378748,3.19814247595664,4.57600254603556,6.35840970033772,1.57870252822714,6.70544248616445,5.09270262779944,0.670947900687287,4.49427815497082,NA,9.02944136173863,2.4593883427326,12.6240423521724,20.2350897364131,9.42584849860204,2.55810539582673,5.19665012406948,3.45040308537339

