Country,Code,Title,Order,transType,transPer,chartLine,BOP_Adj,VertLine1,VertLine2,y1,y2,Freq,Table,Include
EUR,EUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2014-05-01,2017-02-01,nlim,nlim,m,BOP,1

EUR,EUR_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2014-05-01,2017-02-01,nlim,nlim,m,BOP,1

EUR,EUR_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2014-05-01,2017-02-01,nlim,nlim,m,BOP,1

EUR,EUR_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2014-05-01,2017-02-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_CA_GDP_SAAR,Current Account,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_CA_TB_GDP_SAAR,Trade Balance,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_NET_EQ_INVFUNDS_GDP_NSA,EQ Net,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_GDP_NSA,EQ Outflows,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

SAF,SAF_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2011-01-01,2016-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_PORTINV_NET_GDP_NSA,Portfolio Net,1,ma,1,0,-1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_PORTINV_ASSET_GDP_NSA,Portfolio Outflows,1,ma,1,0,-1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_PORTINV_LIAB_GDP_NSA,Portfolio Inflows,1,ma,1,0,1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

MAL,MAL_BOP_NET_ERRORS_GDP,Errors and Omissions,1,ma,1,0,1,2014-05-01,2017-01-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_NET_EQ_INVFUNDS_GDP_NSA,EQ Net,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_GDP_NSA,EQ Outflows,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

CZE,CZE_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2011-05-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_NET_EQ_GDP_NSA,EQ Net,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_ASSET_EQ_GDP_NSA,EQ Outflows,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_PORTINV_LIAB_EQ_GDP_NSA,EQ Inflows,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_OTHER_ASSET_DEPOSITS_GDP_NSA,Banking Outflows Dep,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_OTHER_ASSET_LOANS_GDP_NSA,Banking Outflows Loans,1,ma,1,0,-1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_OTHER_LIAB_DEPOSITS_GDP_NSA,Banking Inflows Dep,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

GBR,GBR_BOP_FA_OTHER_LIAB_LOANS_GDP_NSA,Banking Inflows Loans,1,ma,1,0,1,2014-07-01,2017-03-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_ASSET_DEBT_GDP_NSA,FDI Outflows Debt,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_ASSET_EQ_GDP_NSA,FDI Outflows EQ,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_LIAB_DEBT_GDP_NSA,FDI Inflows Debt,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_FDI_LIAB_EQ_GDP_NSA,FDI Inflows EQ,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_NET_EQ_INVFUNDS_GDP_NSA,EQ Net,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_GDP_NSA,EQ Outflows,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_ASSET_DEPOSITS_GDP_NSA,Banking Outflows Deposits,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_ASSET_LOANS_GDP_NSA,Banking Outflows Loans,1,ma,1,0,-1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_LIAB_DEPOSITS_GDP_NSA,Banking Inflows Deposits,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

AUS,AUS_BOP_FA_OTHER_LIAB_LOANS_GDP_NSA,Banking Inflows Loans,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_CA_GDP_NSA,Current Account,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_CA_TB_GDP_NSA,Trade Balance,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_NET_GDP_NSA,FDI Net,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_ASSET_DEBT_GDP_NSA,FDI Outflows Debt,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_ASSET_EQ_GDP_NSA,FDI Outflows EQ,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_LIAB_DEBT_GDP_NSA,FDI Inflows Debt,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_FDI_LIAB_EQ_GDP_NSA,FDI Inflows EQ,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_NET_EQ_GDP_NSA,EQ Net,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_GDP_NSA,EQ Outflows,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_NET_GDP_NSA,Other Net,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_ASSET_GDP_NSA,Other Outflows,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_ASSET_DEPOSITS_GDP_NSA,Other Outflows Deposits,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_ASSET_LOANS_GDP_NSA,Other Outflows Loans,-1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_LIAB_GDP_NSA,Other Inflows,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_LIAB_DEPOSITS_GDP_NSA,Other Inflows Deposits,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

CAN,CAN_BOP_FA_OTHER_LIAB_LOANS_GDP_NSA,Other Inflows Loans,1,ma,1,0,1,2013-01-01,2017-09-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_ASSET_DEBT_GDP_NSA,FDI Outflows Debt,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_ASSET_EQ_GDP_NSA,FDI Outflows EQ,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_LIAB_DEBT_GDP_NSA,FDI Inflows Debt,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_FDI_LIAB_EQ_GDP_NSA,FDI Inflows EQ,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_NET_DEBT_GDP_NSA,Debt Net,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_ASSET_DEBT_GDP_NSA,Debt Outflows,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_NET_EQ_INVFUNDS_GDP_NSA,EQ Net,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_GDP_NSA,EQ Outflows,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_GDP_NSA,EQ Inflows,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_ASSET_DEPOSITS_GDP_NSA,Banking Outflows Deps,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_ASSET_LOANS_GDP_NSA,Banking Outflows Loans,1,ma,1,0,-1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_LIAB_DEPOSITS_GDP_NSA,Banking Inflows Deps,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

MEX,MEX_BOP_FA_OTHER_LIAB_LOANS_GDP_NSA,Banking Inflows Loans,1,ma,1,0,1,2014-11-01,2016-01-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_CA_GDP_SA,Current Account,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_CA_TB_GDP_SA,Trade Balance,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_NET_GDP_NSA,FDI Net,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_ASSET_GDP_NSA,FDI Outflows,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_ASSET_DEBT_GDP_NSA,FDI Outflows Debt,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_ASSET_EQ_GDP_NSA,FDI Outflows EQ,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_LIAB_GDP_NSA,FDI Inflows,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_LIAB_DEBT_GDP_NSA,FDI Inflows Debt,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_LIAB_DEBT_REALESTATE_GDP_NSA,FDI Inflows Debt Real Estate,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_FDI_LIAB_EQ_GDP_NSA,FDI Inflows EQ,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_ASSET_GOVT_GDP_NSA,Port Outflows: Gov,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_ASSET_MFI_GDP_NSA,Port Outflows: MFI,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_ASSET_RES_GDP_NSA,Port Outflows: Other,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_GDP_NSA,Debt Inflows,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_GDP_NSA,Debt Inflows: Gov,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_FC_GDP_NSA,Debt Inflows: Gov: FX,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_LC_GDP_NSA,Debt Inflows: Gov: LC,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_GDP_NSA,Debt Inflows: Bank,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_FC_GDP_NSA,Debt Inflows: Bank: FX,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_LC_GDP_NSA,Debt Inflows: Bank: LC,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_GDP_NSA,Debt Inflows: Other,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_FC_GDP_NSA,Debt Inflows: Other: FX,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_LC_GDP_NSA,Debt Inflows: Other: LC,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_NET_GDP_NSA,Banking Net,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_NET_DEPOSITS_GDP_NSA,Banking Net: Deposits,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_NET_LOANS_GDP_NSA,Banking Net: Loans,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_NET_OTHER_GDP_NSA,Banking Net: Other,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_ASSET_GDP_NSA,Banking Outflows,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_GDP_NSA,Banking Outflows: Deposits,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_ASSET_LOANS_GDP_NSA,Banking Outflows: Loans,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_ASSET_OTHER_GDP_NSA,Banking Outflows: Other,1,ma,1,0,-1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_LIAB_GDP_NSA,Banking Inflows,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_GDP_NSA,Banking Inflows: Deposits,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_LIAB_LOANS_GDP_NSA,Banking Inflows: Loans,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

TUR,TUR_BOP_FA_OTHER_LIAB_OTHER_GDP_NSA,Banking Inflows: Other,1,ma,1,0,1,2018-03-01,2018-10-01,nlim,nlim,m,BOP,1

WLD,AUS_CPI_CORE_X_FOOD_ENERGY_SA,Core Inflation (6m),1,perChg,6,0,1,nl,nl,nlim,nlim,m,CORINF,1

