,USD 5Y Par Swap Rate,CAD 5Y Par Swap Rate,3M x 5Y USD Normal Annual Vol (BPS/ANNUM),3M x 5Y CAD Normal Annual Vol (BPS/ANNUM)
2015-08-14,1.71895,1.1604,78.3537,77.889
2015-08-17,1.67404,1.1305,79.2303,74.4818
2015-08-18,1.69713,1.15322,78.6951,74.7813
2015-08-19,1.61815,1.07826,78.114,75.2169
2015-08-20,1.61188,1.07214,78.8896,74.7524
2015-08-21,1.55569,1.04783,81.1584,73.2125
2015-08-24,1.47952,1.00639,86.4566,73.1313
2015-08-25,1.58665,1.09378,85.6961,79.5826
2015-08-26,1.57249,1.10228,85.6879,80.2758
2015-08-27,1.58838,1.11717,84.5462,79.3796
2015-08-28,1.62571,1.11894,83.823,79.4834
2015-08-31,1.64116,1.13982,83.604,77.8027
2015-09-01,1.58896,1.11541,84.5581,76.061
2015-09-02,1.60853,1.11301,83.8137,75.912
2015-09-03,1.58173,1.12736,81.856,79.3089
2015-09-04,1.5488,1.1262,81.6695,77.6211
2015-09-07,1.54885,1.1215,,21.3492
2015-09-08,1.58725,1.13924,81.8109,78.0874
2015-09-09,1.56576,1.13708,81.4502,77.8983
2015-09-10,1.59809,1.12872,79.8499,77.6007
2015-09-11,1.56802,1.11313,79.8644,77.2516
2015-09-14,1.57388,1.11681,77.6639,77.5346
2015-09-15,1.6498,1.21123,81.0838,75.9005
2015-09-16,1.66118,1.24418,80.7012,77.2058
2015-09-17,1.56105,1.19735,78.5002,77.2488
2015-09-18,1.51339,1.13616,76.9153,73.7497
2015-09-21,1.55426,1.20616,76.5762,78.3303
2015-09-22,1.48078,1.15514,77.059,73.8777
2015-09-23,1.49328,1.15975,76.0524,74.1105
2015-09-24,1.47589,1.15864,78.3788,75.2242
2015-09-25,1.49472,1.2098,75.6176,78.7758
2015-09-28,1.42557,1.14363,77.5246,74.2407
2015-09-29,1.38074,1.13491,78.3773,73.5425
2015-09-30,1.39612,1.17833,77.9382,76.385
2015-10-01,1.41849,1.20376,77.1432,78.1357
2015-10-02,1.33401,1.17748,74.8754,76.4276
2015-10-05,1.39922,1.20503,74.8312,78.2424
2015-10-06,1.38345,1.18525,73.4753,76.9165
2015-10-07,1.40958,1.20189,73.4983,78.0656
2015-10-08,1.44468,1.25273,74.4664,81.4339
2015-10-09,1.44789,1.25029,73.2651,81.3794
2015-10-12,1.4479,1.2425,,23.5174
2015-10-13,1.39626,1.19203,73.0443,77.3988
2015-10-14,1.29837,1.14514,73.7897,74.2786
2015-10-15,1.34997,1.17337,73.266,76.1691
2015-10-16,1.37148,1.19695,72.0923,77.8066
2015-10-19,1.36819,1.18528,72.5584,77.0353
2015-10-20,1.40794,1.22878,74.0007,80.0263
2015-10-21,1.3834,1.1839,73.3993,76.9671
2015-10-22,1.37127,1.1686,73.0766,76.8506
2015-10-23,1.42531,1.19246,73.0721,77.6258
2015-10-26,1.40034,1.13983,73.9393,74.0093
2015-10-27,1.36533,1.09053,74.0279,70.7803
2015-10-28,1.45117,1.14977,75.9467,74.6214
2015-10-29,1.51491,1.21634,79.7085,78.9593
2015-10-30,1.5015,1.21359,78.9136,78.7167
2015-11-02,1.53529,1.24174,80.2903,80.6102
2015-11-03,1.54511,1.276,80.5796,82.8305
2015-11-04,1.56377,1.30059,80.3634,84.3706
2015-11-05,1.57246,1.30644,80.7766,84.8336
2015-11-06,1.69123,1.36659,80.1608,88.8946
2015-11-09,1.67893,1.35278,80.3149,87.9138
2015-11-10,1.65355,1.33633,77.1186,86.807
2015-11-11,1.65372,1.337,,25.2759
2015-11-12,1.66519,1.31456,77.0689,85.4457
2015-11-13,1.61497,1.28555,75.5637,83.6235
2015-11-16,1.60651,1.27955,75.8818,83.5512
2015-11-17,1.59915,1.28181,75.7242,83.1585
2015-11-18,1.60327,1.29045,74.3737,83.3386
2015-11-19,1.57059,1.26221,74.0318,83.4396
2015-11-20,1.57725,1.25442,72.6775,81.882
2015-11-23,1.5964,1.23595,74.5655,81.2691
2015-11-24,1.59653,1.23207,74.9321,80.115
2015-11-25,1.5851,1.21547,74.2635,79.7242
2015-11-26,1.58536,1.21547,,22.6714
2015-11-27,1.57701,1.20949,73.8563,78.672
2015-11-30,1.57116,1.21789,76.0952,78.3054
2015-12-01,1.52646,1.17819,75.8584,78.3752
2015-12-02,1.57067,1.20724,75.8144,76.3677
2015-12-03,1.67055,1.30248,77.3124,78.7752
2015-12-04,1.64376,1.25413,77.3746,83.8842
2015-12-07,1.61909,1.21725,76.953,80.8803
2015-12-08,1.62955,1.20712,76.3674,78.6017
2015-12-09,1.59417,1.17071,75.8812,77.7576
2015-12-10,1.64675,1.17542,75.2151,75.8103
2015-12-11,1.56796,1.11419,77.1645,75.5573
2015-12-14,1.6038,1.14607,79.0272,72.4462
2015-12-15,1.64424,1.16198,80.408,74.2862
2015-12-16,1.68367,1.18884,75.4454,75.4312
2015-12-17,1.68681,1.17218,74.8303,76.7505
2015-12-18,1.67019,1.16271,73.8495,75.5709
2015-12-21,1.66778,1.16032,73.7061,75.0639
2015-12-22,1.6961,1.18424,74.5855,75.088
2015-12-23,1.70526,1.17488,73.379,76.3496
2015-12-24,1.69479,1.14869,72.9522,75.5914
2015-12-25,1.69479,,,
2015-12-28,1.69634,,72.4904,
2015-12-29,1.75652,1.19565,72.6975,77.1265
2015-12-30,1.75773,1.20267,72.7518,77.2068
2015-12-31,1.72912,1.18977,71.872,77.5143
2016-01-01,1.72912,,,
2016-01-04,1.7092,1.18476,75.1392,76.8514
2016-01-05,1.68519,1.16911,74.7211,76.3053
2016-01-06,1.60641,1.09086,75.1316,74.8445
2016-01-07,1.56325,1.05238,75.724,70.0713
2016-01-08,1.51606,1.06171,74.6639,67.8612
2016-01-11,1.49933,1.04975,75.2462,68.4212
2016-01-12,1.45842,0.982834,75.5891,67.3351
2016-01-13,1.44158,0.916707,77.7015,62.9859
2016-01-14,1.43586,0.886359,77.4863,58.9392
2016-01-15,1.36858,0.826412,79.9337,56.7187
2016-01-18,1.3688,0.825709,,15.8056
2016-01-19,1.38786,0.839963,79.3035,53.4086
2016-01-20,1.34342,0.865948,81.8618,54.3883
2016-01-21,1.36916,0.972554,81.397,56.2545
2016-01-22,1.41705,1.01657,78.7949,62.8165
2016-01-25,1.40426,0.971015,78.3216,65.2088
2016-01-26,1.3719,0.961985,77.9682,62.4113
2016-01-27,1.38018,0.948384,76.2899,61.69
2016-01-28,1.35686,0.960854,76.8879,60.99
2016-01-29,1.28961,0.959796,78.1486,61.5693
2016-02-01,1.33812,0.966267,77.9611,61.7193
2016-02-02,1.23849,0.901178,79.1078,61.5556
2016-02-03,1.21312,0.917435,82.2429,57.6833
2016-02-04,1.21194,0.903355,82.3005,58.5553
2016-02-05,1.22496,0.885757,81.253,57.6907
2016-02-08,1.14156,0.825175,87.1548,56.3051
2016-02-09,1.12539,0.826103,88.399,52.6298
2016-02-10,1.0887,0.790627,87.6056,52.319
2016-02-11,1.01681,0.759007,95.6755,78.4467
2016-02-12,1.1291,0.8546,91.764,75.8502
2016-02-15,1.1291,0.8565,,15.9332
2016-02-16,1.13585,0.895674,88.0543,79.7866
2016-02-17,1.17829,0.943467,84.4337,78.1295
2016-02-18,1.13143,0.867768,84.3308,81.9138
2016-02-19,1.14618,0.848591,86.0495,80.7568
2016-02-22,1.15227,0.857161,84.2821,80.3481
2016-02-23,1.12724,0.858742,84.4463,79.7119
2016-02-24,1.12889,0.861646,85.177,79.5835
2016-02-25,1.06646,0.847396,85.5866,80.3122
2016-02-26,1.15332,0.887143,84.247,78.6564
2016-02-29,1.14124,0.883057,83.7578,79.1519
2016-03-01,1.22944,0.946882,82.6482,78.7688
2016-03-02,1.25992,0.968863,83.0096,78.8519
2016-03-03,1.24407,0.948653,82.9247,78.2789
2016-03-04,1.29993,0.975303,79.7045,73.0469
2016-03-07,1.32927,0.99925,80.6527,76.1241
2016-03-08,1.26312,0.928819,83.2467,77.5384
2016-03-09,1.30005,0.973932,82.3174,73.7458
2016-03-10,1.34808,1.00454,82.9904,75.1392
2016-03-11,1.3966,1.0669,81.425,77.7492
2016-03-14,1.39498,1.0516,81.2044,76.712
2016-03-15,1.4126,1.04404,80.043,76.2362
2016-03-16,1.33654,1.02701,79.0485,76.3357
2016-03-17,1.30903,1.01298,77.9944,73.7379
2016-03-18,1.27454,1.00531,76.9999,70.9296
2016-03-21,1.32371,1.03168,77.997,71.7721
2016-03-22,1.35529,1.02958,78.0496,71.3631
2016-03-23,1.30738,1.00389,78.7741,73.1685
2016-03-24,1.33273,1.02214,80.2876,71.1107
2016-03-25,1.33273,,,
2016-03-28,1.31813,1.00514,80.389,69.8142
2016-03-29,1.24768,0.951038,78.66,69.1818
2016-03-30,1.21867,0.977754,76.6556,68.9014
2016-03-31,1.18129,0.976855,74.1387,68.7669
2016-04-01,1.21677,1.00085,73.4295,70.6446
2016-04-04,1.19357,0.998753,73.1883,70.5477
2016-04-05,1.14538,0.960572,74.8385,70.0753
2016-04-06,1.16813,0.975322,73.9491,70.152
2016-04-07,1.11479,0.939543,74.8956,69.9896
2016-04-08,1.15063,0.998167,75.4241,64.8712
2016-04-11,1.14273,0.994391,75.4638,69.2358
2016-04-12,1.18757,1.04039,76.8123,69.8201
2016-04-13,1.17367,1.00063,76.8117,69.3981
2016-04-14,1.19381,1.03543,76.3129,67.4118
2016-04-15,1.1642,1.02406,76.3252,70.1219
2016-04-18,1.18111,1.0607,76.4521,69.2247
2016-04-19,1.21233,1.07622,76.9627,68.3421
2016-04-20,1.28539,1.11473,77.2647,68.7267
2016-04-21,1.29635,1.1132,77.8,68.1159
2016-04-22,1.3116,1.1924,77.0015,68.4194
2016-04-25,1.325,1.23039,76.5451,67.4525
2016-04-26,1.34734,1.25074,75.5347,68.5394
2016-04-27,1.29506,1.18748,74.4955,68.5839
2016-04-28,1.26545,1.16805,75.4523,67.4881
2016-04-29,1.25032,1.18133,75.7269,68.3477
2016-05-02,1.29059,1.20878,76.0059,68.7942
2016-05-03,1.23158,1.14758,76.4551,69.856
2016-05-04,1.20887,1.08576,76.205,69.1854
2016-05-05,1.17001,1.08071,77.4181,70.3155
2016-05-06,1.1916,1.07646,75.224,70.9913
2016-05-09,1.15219,1.03757,75.301,69.0264
2016-05-10,1.15944,1.01832,75.382,69.4198
2016-05-11,1.156,1.01723,74.7531,67.4965
2016-05-12,1.1964,1.05113,75.0828,68.3156
2016-05-13,1.16972,1.0279,74.4147,68.0989
2016-05-16,1.21486,1.05758,75.638,70.3736
2016-05-17,1.23685,1.06968,76.8412,68.7628
2016-05-18,1.35104,1.14966,79.3652,71.3242
2016-05-19,1.33245,1.12116,79.0474,71.2804
2016-05-20,1.33066,1.11902,76.2904,71.3563
2016-05-23,1.3323,1.115,76.6583,20.6024
2016-05-24,1.35782,1.13579,75.3804,71.3233
2016-05-25,1.36207,1.163,74.766,69.0831
2016-05-26,1.3137,1.11759,74.0559,69.928
2016-05-27,1.32616,1.16269,73.5192,70.2429
2016-05-30,1.32616,,,
2016-05-31,1.32377,1.10899,75.6889,69.6481
2016-06-01,1.35474,1.10032,76.4245,69.9726
2016-06-02,1.33177,1.08917,77.3961,72.7335
2016-06-03,1.19922,0.999499,74.4302,72.5919
2016-06-06,1.2146,1.03584,74.2375,72.2117
2016-06-07,1.20251,1.01756,73.6976,70.5389
2016-06-08,1.20121,0.995197,73.8446,71.8108
2016-06-09,1.17573,1.01406,75.673,75.2128
2016-06-10,1.13445,0.978554,76.5623,75.3786
2016-06-13,1.10543,0.956306,79.5809,80.5345
2016-06-14,1.10569,0.955847,79.0663,75.9594
2016-06-15,1.07879,0.945503,79.3689,76.3595
2016-06-16,1.06019,0.969405,82.4221,78.2873
2016-06-17,1.10943,0.972227,80.0294,74.2198
2016-06-20,1.14892,1.03837,78.7821,74.4981
2016-06-21,1.17803,1.0683,78.6472,73.4943
2016-06-22,1.17174,1.06657,79.2533,75.2063
2016-06-23,1.21847,1.10071,75.4702,71.7125
2016-06-24,1.05941,1.02405,78.6131,75.6241
2016-06-27,0.963749,0.920557,79.4276,74.0288
2016-06-28,0.963749,0.929455,76.5781,72.4015
2016-06-29,0.98777,0.959382,73.2013,70.138
2016-06-30,0.989393,0.921085,71.4932,68.6829
2016-07-01,0.99904,0.921084,71.532,68.8386
2016-07-04,,0.915,,16.7377
2016-07-05,0.934437,0.890504,73.117,70.7448
2016-07-06,0.956367,0.903826,72.2045,70.006
2016-07-07,0.948072,0.899362,73.6468,70.0147
2016-07-08,0.932985,0.871998,70.2919,69.9751
2016-07-11,1.00661,0.875423,70.1705,64.3107
2016-07-12,1.06479,0.933823,71.8424,64.3567
2016-07-13,1.02281,0.888603,71.4426,64.8178
2016-07-14,1.0644,0.942862,72.6247,67.1385
2016-07-15,1.12613,1.01084,72.9084,62.9399
2016-07-18,1.10935,0.982218,73.0278,63.3849
2016-07-19,1.10345,0.972079,71.9481,65.7904
2016-07-20,1.14201,1.01815,71.799,62.5089
2016-07-21,1.15066,1.00414,72.4158,63.9026
2016-07-22,1.16993,0.98836,71.3243,64.7401
2016-07-25,1.18953,0.990727,71.2628,63.4695
2016-07-26,1.1714,1.01194,71.4568,62.6534
2016-07-27,1.13344,0.989342,70.8569,63.5852
2016-07-28,1.11789,0.998427,71.0198,63.0805
2016-07-29,1.05673,0.943636,67.6064,63.1898
2016-08-01,1.08266,0.939826,68.3889,65.2688
2016-08-02,1.11003,0.979237,69.6995,63.2337
2016-08-03,1.11107,1.00567,70.4495,61.2593
2016-08-04,1.07981,0.960094,70.9189,61.0397
2016-08-05,1.17734,0.954485,70.3086,60.6012
2016-08-08,1.19194,0.950245,71.1155,61.6812
2016-08-09,1.16117,0.932677,70.7135,62.1832
2016-08-10,1.11996,0.916,69.3892,61.7182
2016-08-11,1.17907,0.950113,69.9444,57.4983
2016-08-12,1.12513,0.92722,69.4226,59.5475
2016-08-15,1.14085,0.955847,70.4229,58.7335
2016-08-16,1.16052,0.978114,70.5718,58.8495
2016-08-17,1.16876,0.974148,71.2698,59.9938
2016-08-18,1.14008,0.961391,70.8441,60.9345
2016-08-19,1.18063,0.978613,70.4385,59.3104
2016-08-22,1.15062,0.929541,70.804,58.9614
2016-08-23,1.15979,0.930553,69.9093,58.9734
2016-08-24,1.15043,0.95005,69.2437,59.078
2016-08-25,1.18075,0.978422,70.6628,59.2204
2016-08-26,1.24901,1.0227,70.6619,59.5762
2016-08-29,1.19363,0.960695,70.8726,59.1697
2016-08-30,1.20236,0.975184,71.646,62.686
2016-08-31,1.20066,0.952442,71.6486,62.6906
2016-09-01,1.20654,0.95692,71.728,62.9535
2016-09-02,1.20476,1.00469,71.2112,66.2892
2016-09-06,1.13675,0.991073,69.6652,60.6644
2016-09-07,1.13425,0.952152,68.8209,60.46
2016-09-08,1.20074,0.99749,70.178,62.1221
2016-09-09,1.24017,1.0241,72.5182,62.5939
2016-09-12,1.21702,1.02203,72.1135,63.4701
2016-09-13,1.25554,1.07416,73.2272,64.4052
2016-09-14,1.20308,1.03136,71.1724,61.1705
2016-09-15,1.20033,1.02929,72.4836,62.2684
2016-09-16,1.22317,1.0462,72.984,63.0442
2016-09-19,1.22558,1.03795,73.0898,62.3988
2016-09-20,1.22658,1.02394,72.3886,61.875
2016-09-21,1.23362,1.02931,68.3448,56.9082
2016-09-22,1.20147,1.0111,66.3791,56.8526
2016-09-23,1.18339,0.94645,64.3029,55.8605
2016-09-26,1.15646,0.91893,63.7188,54.2822
2016-09-27,1.14824,0.906514,64.0896,54.9737
2016-09-28,1.15333,0.918569,63.0702,54.584
2016-09-29,1.14372,0.914063,63.8033,54.5718
2016-09-30,1.18022,0.968007,63.9617,53.8747
2016-10-03,1.20259,0.974568,63.5579,54.3834
2016-10-04,1.23943,1.00261,63.5557,54.3503
2016-10-05,1.26738,1.02358,63.5558,55.3013
2016-10-06,1.2949,1.03728,64.4224,56.4265
2016-10-07,1.28166,1.0427,62.9271,55.3477
2016-10-11,1.30671,1.06607,63.7375,54.8079
2016-10-12,1.31118,1.08363,64.0945,55.7816
2016-10-13,1.26867,1.07064,63.9203,53.8341
2016-10-14,1.29358,1.13256,63.4398,53.9914
2016-10-17,1.27044,1.09063,63.5533,54.6805
2016-10-18,1.25285,1.08933,63.0638,55.0087
2016-10-19,1.25191,1.07083,61.988,51.7426
2016-10-20,1.26602,1.02977,61.1027,52.2343
2016-10-21,1.26599,0.994138,58.8007,52.1912
2016-10-24,1.28972,1.01123,58.5491,51.5274
2016-10-25,1.29739,1.00659,58.7434,50.0044
2016-10-26,1.32435,1.02954,60.0733,52.1918
2016-10-27,1.35589,1.08004,61.2679,54.5889
2016-10-28,1.34477,1.06317,60.3998,54.4685
2016-10-31,1.33345,1.05049,62.4274,54.7434
2016-11-01,1.31414,1.04837,62.9859,56.9271
2016-11-02,1.29209,1.0339,64.2135,58.8158
2016-11-03,1.29534,1.04615,65.2083,59.7979
2016-11-04,1.27787,1.01654,65.0646,59.4076
2016-11-07,1.32789,1.05976,64.5862,59.1904
2016-11-08,1.36873,1.09012,63.5134,59.12
2016-11-09,1.52386,1.15902,68.6626,64.3913
2016-11-10,1.57531,1.21969,76.713,68.8535
2016-11-14,1.69461,1.30496,82.2636,76.0425
2016-11-15,1.70616,1.32151,78.8685,74.2243
2016-11-16,1.69789,1.30576,81.1637,72.0887
2016-11-17,1.73256,1.32997,79.9233,73.5064
2016-11-18,1.79328,1.33443,83.1544,72.0409
2016-11-21,1.7919,1.34721,84.8553,73.4758
2016-11-22,1.76353,1.30455,80.9364,71.5365
2016-11-23,1.80541,1.33851,83.0274,71.347
2016-11-25,1.82443,1.33805,84.2001,71.4056
2016-11-28,1.78337,1.30126,84.5177,74.2715
2016-11-29,1.75366,1.27954,82.3066,73.413
2016-11-30,1.80401,1.32062,86.1021,75.8236
2016-12-01,1.86776,1.39597,91.4944,83.4579
2016-12-02,1.81751,1.36428,87.0063,77.1827
2016-12-05,1.83891,1.37802,86.5442,77.3457
2016-12-06,1.84142,1.37023,82.8951,74.4061
2016-12-07,1.80125,1.35692,79.2744,72.4523
2016-12-08,1.82659,1.37647,78.4703,72.4852
2016-12-09,1.89218,1.43254,80.0891,70.8118
2016-12-12,1.89989,1.45224,81.9128,71.9151
2016-12-13,1.91376,1.47821,82.2967,69.7298
2016-12-14,2.00532,1.53467,84.6399,72.606
2016-12-15,2.09239,1.58109,86.5335,75.7203
2016-12-16,2.09857,1.57803,87.7136,76.463
2016-12-19,2.06103,1.54717,85.877,77.5423
2016-12-20,2.07232,1.56383,84.9272,76.7176
2016-12-21,2.05464,1.57465,83.3219,75.4686
2016-12-22,2.06233,1.58025,82.8755,75.1925
2016-12-23,2.06036,1.55456,81.6093,73.9808
2016-12-27,2.07834,1.55456,81.9637,73.9672
2016-12-28,2.03027,1.51171,81.4139,71.8126
2016-12-29,1.99552,1.48655,80.6638,70.6417
2016-12-30,1.96349,1.46445,80.6819,71.4124
2017-01-03,1.96835,1.49541,82.5521,74.9516
2017-01-04,1.95862,1.47596,82.5095,73.727
2017-01-05,1.89175,1.42671,81.488,73.3169
2017-01-06,1.95306,1.47666,80.869,73.2751
2017-01-09,1.92027,1.44474,81.0163,72.3742
2017-01-10,1.91906,1.426,80.2491,72.2239
2017-01-11,1.92234,1.42932,80.2468,73.1821
2017-01-12,1.91337,1.42504,80.4972,73.1158
2017-01-13,1.9331,1.46444,80.5761,75.1822
2017-01-17,1.8757,1.44063,81.2788,74.4657
2017-01-18,1.92962,1.42723,82.3296,71.6366
2017-01-19,2.01411,1.48978,83.1617,73.8486
2017-01-20,2.0022,1.47226,82.7241,73.3371
2017-01-23,1.93753,1.41131,82.115,71.3388
2017-01-24,1.99129,1.47022,82.1153,71.4385
2017-01-25,2.04149,1.50309,83.2515,71.9104
2017-01-26,2.02635,1.51197,80.8314,70.7257
2017-01-27,2.01038,1.48043,79.9428,70.4167
2017-01-30,2.00743,1.49542,81.1935,71.3094
2017-01-31,1.97878,1.47114,81.7063,71.0671
2017-02-01,1.99858,1.46702,79.286,69.0241
2017-02-02,1.99285,1.47701,79.0157,69.093
2017-02-03,2.01463,1.48861,77.2464,65.768
2017-02-06,1.95088,1.4365,78.0734,66.3506
2017-02-07,1.94462,1.43032,78.835,66.1608
2017-02-08,1.90208,1.38791,79.3097,68.1173
2017-02-09,1.95269,1.4238,79.7439,69.938
2017-02-10,1.97387,1.45179,78.8504,69.2704
2017-02-13,1.99891,1.47535,77.6698,68.566
2017-02-14,2.03797,1.51294,76.7986,68.6507
2017-02-15,2.0797,1.52293,76.3826,66.2419
2017-02-16,2.03207,1.49665,76.5985,66.3375
2017-02-17,2.01668,1.47646,76.9169,66.2019
2017-02-21,2.03986,1.48061,77.7784,68.2486
2017-02-22,2.02471,1.47332,78.3837,67.2824
2017-02-23,1.99414,1.45059,77.2018,67.2859
2017-02-24,1.93024,1.40692,77.8918,67.0814
2017-02-27,1.99178,1.4303,79.7397,66.2634
2017-02-28,1.99479,1.40127,79.6743,66.3407
2017-03-01,2.09206,1.47319,79.1685,67.5935
2017-03-02,2.13376,1.49184,79.6599,68.7685
2017-03-03,2.12753,1.49326,76.6903,67.0209
2017-03-06,2.11343,1.47596,76.6193,66.7428
2017-03-07,2.12746,1.50588,76.5168,66.3391
2017-03-08,2.16192,1.54053,76.9602,65.7537
2017-03-09,2.21284,1.58103,77.6021,66.3068
2017-03-10,2.20627,1.5967,75.6213,64.4658
2017-03-13,2.2242,1.63869,75.9018,64.7235
2017-03-14,2.22247,1.61885,75.5663,63.9284
2017-03-15,2.12655,1.56364,73.5579,61.314
2017-03-16,2.12982,1.58858,71.4013,62.3045
2017-03-17,2.12333,1.56127,70.0942,61.3455
2017-03-20,2.09562,1.53573,70.2826,60.1715
2017-03-21,2.06341,1.52509,71.8019,58.8664
2017-03-22,2.02872,1.49711,72.1584,61.2639
2017-03-23,2.04911,1.51025,72.5401,61.5108
2017-03-24,2.04814,1.46052,70.9747,60.2646
2017-03-27,2.01745,1.43538,70.9605,61.8439
2017-03-28,2.06517,1.44778,70.0808,61.3238
2017-03-29,2.04029,1.42783,69.1897,61.2487
2017-03-30,2.07754,1.45798,69.0628,61.2169
2017-03-31,2.05676,1.47503,68.6311,61.1257
2017-04-03,2.00448,1.44194,69.5208,60.6901
2017-04-04,1.99562,1.43623,70.7374,61.9095
2017-04-05,1.98052,1.43719,70.0081,61.4885
2017-04-06,1.97927,1.41292,70.4323,59.9794
2017-04-07,2.01619,1.45102,71.2541,60.567
2017-04-10,1.99561,1.46207,71.3347,61.4905
2017-04-11,1.93183,1.42194,72.5825,59.7305
2017-04-12,1.93215,1.40213,74.3314,64.5955
2017-04-13,1.87501,1.37537,74.5862,64.3586
2017-04-17,1.88775,1.37679,73.4456,64.4594
2017-04-18,1.81944,1.30499,74.5352,65.0811
2017-04-19,1.83877,1.32543,74.3814,63.6106
2017-04-20,1.89297,1.35611,74.3779,63.9373
2017-04-21,1.88921,1.33528,74.8496,64.6505
2017-04-24,1.92824,1.36783,69.1869,66.2238
2017-04-25,1.97974,1.39864,68.8966,59.6605
2017-04-26,1.95788,1.38369,68.2793,58.9569
2017-04-27,1.93665,1.3832,67.5454,58.8531
2017-04-28,1.93159,1.35866,67.2846,58.3799
2017-05-01,1.95939,1.38016,67.7009,58.4204
2017-05-02,1.93351,1.32509,67.729,59.3792
2017-05-03,1.94806,1.3571,66.7406,59.1646
2017-05-04,1.98422,1.35203,67.2685,60.3428
2017-05-05,1.97757,1.35663,64.9206,58.4204
2017-05-08,1.99525,1.35309,64.3918,57.8263
2017-05-09,2.01705,1.3864,63.8434,58.5382
2017-05-10,1.99539,1.39135,64.0763,57.9405
2017-05-11,1.9898,1.36742,64.3166,58.0967
2017-05-12,1.91825,1.33947,63.4536,57.9786
2017-05-15,1.9107,1.35062,63.8441,57.9907
2017-05-16,1.90606,1.35624,63.7155,57.2337
2017-05-17,1.80406,1.25906,68.5638,61.989
2017-05-18,1.83625,1.28598,66.4704,60.6482
2017-05-19,1.85931,1.30328,64.5488,59.1748
2017-05-22,1.8687,,63.4661,
2017-05-23,1.9015,1.33402,63.7949,58.951
2017-05-24,1.8799,1.33607,62.4686,56.5396
2017-05-25,1.87537,1.32451,61.707,55.997
2017-05-26,1.87687,1.3404,61.2066,56.7736
2017-05-30,1.83733,1.33594,62.4402,55.8729
2017-05-31,1.82158,1.31642,62.6166,55.8958
2017-06-01,1.83912,1.32651,62.8761,56.4028
2017-06-02,1.79815,1.30285,61.695,54.6331
2017-06-05,1.81661,1.31342,61.5812,55.4826
2017-06-06,1.79204,1.30303,62.1378,55.1532
2017-06-07,1.82424,1.30346,62.4212,55.1306
2017-06-08,1.83976,1.3128,61.6293,55.2261
2017-06-09,1.846,1.33093,60.5115,54.2011
2017-06-12,1.85136,1.41585,60.5195,56.9643
2017-06-13,1.87068,1.54783,59.9079,63.7224
2017-06-14,1.81053,1.51166,59.476,61.4284
2017-06-15,1.84201,1.51208,59.2656,61.3905
2017-06-16,1.81646,1.51958,58.2784,60.6682
2017-06-19,1.86155,1.54628,58.615,61.21
2017-06-20,1.8297,1.51344,58.8066,61.1191
2017-06-21,1.821,1.51369,59.7616,61.4419
2017-06-22,1.80887,1.53978,60.4456,62.6693
2017-06-23,1.81705,1.49968,59.7677,61.4154
2017-06-26,1.82455,1.4978,59.4845,62.2293
2017-06-27,1.87002,1.57813,60.1495,65.0607
2017-06-28,1.87402,1.63701,60.1383,68.3705
2017-06-29,1.91258,1.70296,61.4187,68.224
2017-06-30,1.9514,1.74824,61.9515,69.1571
2017-07-03,1.99442,1.74824,61.8057,
2017-07-05,1.99988,1.80257,62.2048,71.2756
2017-07-06,2.01257,1.8004,62.266,71.1881
2017-07-07,2.028,1.84221,61.1846,72.96
2017-07-10,1.9978,1.83798,61.2275,67.7274
2017-07-11,1.98224,1.81081,60.7372,67.9375
2017-07-12,1.94191,1.85579,59.605,64.7247
2017-07-13,1.95011,1.90677,58.8776,65.5954
2017-07-14,1.92086,1.861,57.3068,61.739
2017-07-17,1.91076,1.84405,56.8723,60.9304
2017-07-18,1.8804,1.82256,55.9619,59.1004
2017-07-19,1.89476,1.86129,55.8303,56.7565
2017-07-20,1.90296,1.84296,54.9993,56.16
2017-07-21,1.88075,1.84087,54.9759,55.5989
2017-07-24,1.89743,1.89251,55.691,56.199
2017-07-25,1.95243,1.96,57.5032,58.2653
2017-07-26,1.89416,1.90416,55.7603,57.9111
2017-07-27,1.91479,1.92312,55.4946,57.9521
2017-07-28,1.89738,1.9465,55.0847,56.3937
2017-07-31,1.90213,1.9709,55.3549,58.2113
2017-08-01,1.87093,1.90469,55.2536,57.0564
2017-08-02,1.89158,1.89681,55.0268,56.5202
2017-08-03,1.866,1.8959,54.7197,56.5176
2017-08-04,1.89909,1.89385,54.774,55.146
2017-08-07,1.88668,1.89385,55.1594,55.6055
2017-08-08,1.90556,1.92287,55.2484,55.6396
2017-08-09,1.87679,1.88506,56.634,56.2371
2017-08-10,1.86093,1.85087,58.4721,56.4454
2017-08-11,1.82112,1.83492,58.2655,56.2337
2017-08-14,1.84568,1.86124,56.733,55.9291
2017-08-15,1.88799,1.8731,56.0559,55.9469
2017-08-16,1.85561,1.85376,55.8156,55.3929
2017-08-17,1.8356,1.83307,56.0647,
2017-08-18,1.83156,1.8451,54.954,55.4392
2017-08-21,1.81493,1.8404,56.0956,55.8904
2017-08-22,1.84376,1.87341,56.559,55.9429
2017-08-23,1.80298,1.84694,57.3534,56.4233
2017-08-24,1.82756,1.85292,57.8207,56.9549
2017-08-25,1.8103,1.84418,56.0067,55.9339
2017-08-28,1.78781,1.84274,55.512,55.6307
2017-08-29,1.76498,1.82977,56.7373,57.1853
2017-08-30,1.78139,1.83684,57.0689,55.8898
