,USD 5Y Par Swap Rate,CAD 5Y Par Swap Rate,3M x 5Y USD Normal Annual Vol (BPS/ANNUM),3M x 5Y CAD Normal Annual Vol (BPS/ANNUM)
1990-01-02,8.62922,,,
1990-01-03,8.70739,,,
1990-01-04,8.699,,,
1990-01-05,8.70264,,,
1990-01-08,8.72067,,,
1990-01-09,8.72022,,,
1990-01-10,8.72067,,,
1990-01-11,8.75762,,,
1990-01-12,8.79194,,,
1990-01-15,8.79617,,,
1990-01-16,8.91863,,,
1990-01-17,8.90323,,,
1990-01-18,9.04659,,,
1990-01-19,8.96342,,,
1990-01-22,8.96352,,,
1990-01-23,9.05607,,,
1990-01-24,9.07246,,,
1990-01-25,9.10316,,,
1990-01-26,9.15137,,,
1990-01-29,9.22437,,,
1990-01-30,9.18159,,,
1990-01-31,9.091,,,
1990-02-01,9.0948,,,
1990-02-02,9.17877,,,
1990-02-05,9.1938,,,
1990-02-06,9.24946,,,
1990-02-07,9.16863,,,
1990-02-08,9.08578,,,
1990-02-09,8.99644,,,
1990-02-12,9.07435,,,
1990-02-13,9.00596,,,
1990-02-14,9.06142,,,
1990-02-15,9.10193,,,
1990-02-19,9.41051,,,
1990-02-20,9.29809,,,
1990-02-21,9.28182,,,
1990-02-22,9.1761,,,
1990-02-23,9.16757,,,
1990-02-26,9.09928,,,
1990-02-27,9.05474,,,
1990-02-28,9.16966,,,
1990-03-01,9.23567,,,
1990-03-02,9.20892,,,
1990-03-05,9.29973,,,
1990-03-06,9.2225,,,
1990-03-07,9.24255,,,
1990-03-08,9.23821,,,
1990-03-09,9.34833,,,
1990-03-12,9.33801,,,
1990-03-13,9.38777,,,
1990-03-14,9.30357,,,
1990-03-15,9.32909,,,
1990-03-16,9.24933,,,
1990-03-19,9.28698,,,
1990-03-20,9.24953,,,
1990-03-21,9.28059,,,
1990-03-23,9.19042,,,
1990-03-26,9.17537,,,
1990-03-27,9.1982,,,
1990-03-28,9.13582,,,
1990-03-29,9.2781,,,
1990-03-30,9.31692,,,
1990-04-02,9.31778,,,
1990-04-03,9.30177,,,
1990-04-04,9.22526,,,
1990-04-05,9.22722,,,
1990-04-06,9.23135,,,
1990-04-09,9.25479,,,
1990-04-10,9.27881,,,
1990-04-11,9.27142,,,
1990-04-16,9.33923,,,
1990-04-17,9.39797,,,
1990-04-18,9.50578,,,
1990-04-19,9.51004,,,
1990-04-20,9.56887,,,
1990-04-23,9.60111,,,
1990-04-24,9.62295,,,
1990-04-25,9.65998,,,
1990-04-26,9.71886,,,
1990-04-27,9.68295,,,
1990-04-30,9.65781,,,
1990-05-01,9.71287,,,
1990-05-02,9.70606,,,
1990-05-03,9.64574,,,
1990-05-04,9.4376,,,
1990-05-08,9.43681,,,
1990-05-09,9.47611,,,
1990-05-10,9.43216,,,
1990-05-11,9.27968,,,
1990-05-14,9.24899,,,
1990-05-15,9.26474,,,
1990-05-16,9.28773,,,
1990-05-17,9.31504,,,
1990-05-18,9.37524,,,
1990-05-21,9.35868,,,
1990-05-22,9.2689,,,
1990-05-23,9.19804,,,
1990-05-24,9.17722,,,
1990-05-29,9.19957,,,
1990-05-30,9.18533,,,
1990-05-31,9.19117,,,
1990-06-01,9.05126,,,
1990-06-04,9.01934,,,
1990-06-05,9.04153,,,
1990-06-06,9.04938,,,
1990-06-07,9.03722,,,
1990-06-08,9.05517,,,
1990-06-11,9.05534,,,
1990-06-12,9.07057,,,
1990-06-13,8.97229,,,
1990-06-14,8.94826,,,
1990-06-15,9.01413,,,
1990-06-18,9.06734,,,
1990-06-19,9.10262,,,
1990-06-20,9.11231,,,
1990-06-21,9.07814,,,
1990-06-22,9.06624,,,
1990-06-25,9.15837,,,
1990-06-26,9.10495,,,
1990-06-27,9.06021,,,
1990-06-28,9.00883,,,
1990-06-29,8.98639,,,
1990-07-02,8.94816,,,
1990-07-04,9.21955,,,
1990-07-05,8.93943,,,
1990-07-06,9.05758,,,
1990-07-09,9.10314,,,
1990-07-10,9.11879,,,
1990-07-11,9.11156,,,
1990-07-12,8.99167,,,
1990-07-13,8.92748,,,
1990-07-16,8.9267,,,
1990-07-17,8.91131,,,
1990-07-18,8.94936,,,
1990-07-19,8.93841,,,
1990-07-20,8.8955,,,
1990-07-23,8.90822,,,
1990-07-24,8.95474,,,
1990-07-25,8.90067,,,
1990-07-26,8.91558,,,
1990-07-27,8.83338,,,
1990-07-30,8.73609,,,
1990-07-31,8.6872,,,
1990-08-01,8.62713,,,
1990-08-02,8.69106,,,
1990-08-03,8.69401,,,
1990-08-06,8.89687,,,
1990-08-07,9.00429,,,
1990-08-08,9.00412,,,
1990-08-09,8.8926,,,
1990-08-10,8.92463,,,
1990-08-13,8.90928,,,
1990-08-14,8.8916,,,
1990-08-15,8.86372,,,
1990-08-16,9.00411,,,
1990-08-17,9.02355,,,
1990-08-20,9.06252,,,
1990-08-21,9.10192,,,
1990-08-22,9.18184,,,
1990-08-23,9.22785,,,
1990-08-24,9.23313,,,
1990-08-28,9.14807,,,
1990-08-29,9.00704,,,
1990-08-30,9.0391,,,
1990-09-03,9.37667,,,
1990-09-04,9.05307,,,
1990-09-05,8.96303,,,
1990-09-06,8.96674,,,
1990-09-07,8.93247,,,
1990-09-10,8.98527,,,
1990-09-11,8.9475,,,
1990-09-12,8.94725,,,
1990-09-13,8.91778,,,
1990-09-14,8.96648,,,
1990-09-17,8.98136,,,
1990-09-18,8.98156,,,
1990-09-19,8.98117,,,
1990-09-20,8.99283,,,
1990-09-21,9.06638,,,
1990-09-24,9.1195,,,
1990-09-25,9.12962,,,
1990-09-26,9.1192,,,
1990-09-27,9.01563,,,
1990-09-28,8.97926,,,
1990-10-01,8.92104,,,
1990-10-03,8.87964,,,
1990-10-04,8.82216,,,
1990-10-05,8.81468,,,
1990-10-08,8.81863,,,
1990-10-09,9.00927,,,
1990-10-10,9.10961,,,
1990-10-11,9.09561,,,
1990-10-12,9.00927,,,
1990-10-15,8.98894,,,
1990-10-16,8.95949,,,
1990-10-17,8.96942,,,
1990-10-18,8.87562,,,
1990-10-19,8.81942,,,
1990-10-22,8.81902,,,
1990-10-23,8.83953,,,
1990-10-24,8.80956,,,
1990-10-25,8.76148,,,
1990-10-26,8.76814,,,
1990-10-29,8.81001,,,
1990-10-30,8.82042,,,
1990-10-31,8.77982,,,
1990-11-01,8.7173,,,
1990-11-02,8.73617,,,
1990-11-05,8.68362,,,
1990-11-06,8.69906,,,
1990-11-07,8.75664,,,
1990-11-08,8.76887,,,
1990-11-09,8.68803,,,
1990-11-12,8.68741,,,
1990-11-13,8.62689,,,
1990-11-14,8.61351,,,
1990-11-15,8.62512,,,
1990-11-16,8.58191,,,
1990-11-19,8.61746,,,
1990-11-20,8.57974,,,
1990-11-22,8.80054,,,
1990-11-23,8.53174,,,
1990-11-26,8.51685,,,
1990-11-27,8.53379,,,
1990-11-28,8.55854,,,
1990-11-29,8.59981,,,
1990-11-30,8.53637,,,
1990-12-03,8.50652,,,
1990-12-04,8.43962,,,
1990-12-05,8.44981,,,
1990-12-06,8.4538,,,
1990-12-07,8.30136,,,
1990-12-10,8.26638,,,
1990-12-11,8.27465,,,
1990-12-13,8.35678,,,
1990-12-14,8.40928,,,
1990-12-17,8.3875,,,
1990-12-18,8.23172,,,
1990-12-19,8.34069,,,
1990-12-20,8.37686,,,
1990-12-21,8.43962,,,
1990-12-27,8.41648,,,
1990-12-28,8.46859,,,
1990-12-31,8.38299,,,
1991-01-02,8.29538,,,
1991-01-03,8.28717,,,
1991-01-04,8.37963,,,
1991-01-07,8.47871,,,
1991-01-08,8.47205,,,
1991-01-09,8.5614,,,
1991-01-10,8.46412,,,
1991-01-11,8.50432,,,
1991-01-14,8.51474,,,
1991-01-15,8.53561,,,
1991-01-16,8.573,,,
1991-01-17,8.44258,,,
1991-01-18,8.38952,,,
1991-01-21,8.39756,,,
1991-01-22,8.38261,,,
1991-01-23,8.31648,,,
1991-01-24,8.26503,,,
1991-01-25,8.31823,,,
1991-01-28,8.32947,,,
1991-01-29,8.30954,,,
1991-01-30,8.30723,,,
1991-01-31,8.27343,,,
1991-02-01,8.12399,,,
1991-02-04,8.07796,,,
1991-02-05,8.07803,,,
1991-02-06,8.04487,,,
1991-02-07,8.10296,,,
1991-02-08,8.05985,,,
1991-02-11,8.03466,,,
1991-02-12,8.03367,,,
1991-02-13,7.9964,,,
1991-02-14,7.99045,,,
1991-02-18,8.32141,,,
1991-02-19,8.06466,,,
1991-02-20,8.11804,,,
1991-02-21,8.16985,,,
1991-02-22,8.20915,,,
1991-02-25,8.20262,,,
1991-02-26,8.25934,,,
1991-02-27,8.27223,,,
1991-02-28,8.34812,,,
1991-03-01,8.43305,,,
1991-03-04,8.43332,,,
1991-03-05,8.36329,,,
1991-03-06,8.41805,,,
1991-03-07,8.33655,,,
1991-03-08,8.39059,,,
1991-03-11,8.32875,,,
1991-03-12,8.37458,,,
1991-03-13,8.27503,,,
1991-03-14,8.27459,,,
1991-03-15,8.34361,,,
1991-03-18,8.42175,,,
1991-03-19,8.5265,,,
1991-03-20,8.45708,,,
1991-03-21,8.41069,,,
1991-03-22,8.40296,,,
1991-03-25,8.40786,,,
1991-03-26,8.40788,,,
1991-03-27,8.35908,,,
1991-04-02,8.26179,,,
1991-04-03,8.28022,,,
1991-04-04,8.24479,,,
1991-04-05,8.22065,,,
1991-04-08,8.20302,,,
1991-04-09,8.24937,,,
1991-04-10,8.31108,,,
1991-04-11,8.28759,,,
1991-04-12,8.19559,,,
1991-04-15,8.20234,,,
1991-04-16,8.20271,,,
1991-04-17,8.22277,,,
1991-04-18,8.33034,,,
1991-04-19,8.38466,,,
1991-04-22,8.41714,,,
1991-04-23,8.37862,,,
1991-04-24,8.3088,,,
1991-04-25,8.30535,,,
1991-04-26,8.28047,,,
1991-04-29,8.29471,,,
1991-04-30,8.21729,,,
1991-05-01,8.21785,,,
1991-05-02,8.18128,,,
1991-05-03,8.25751,,,
1991-05-07,8.27805,,,
1991-05-08,8.27026,,,
1991-05-09,8.27028,,,
1991-05-10,8.33681,,,
1991-05-13,8.28818,,,
1991-05-14,8.33664,,,
1991-05-15,8.32528,,,
1991-05-16,8.33807,,,
1991-05-17,8.29676,,,
1991-05-20,8.30608,,,
1991-05-21,8.25585,,,
1991-05-22,8.24085,,,
1991-05-23,8.23407,,,
1991-05-28,8.19656,,,
1991-05-29,8.20198,,,
1991-05-30,8.16446,,,
1991-05-31,8.23062,,,
1991-06-03,8.33092,,,
1991-06-04,8.30788,,,
1991-06-05,8.33198,,,
1991-06-06,8.39336,,,
1991-06-07,8.44849,,,
1991-06-10,8.44869,,,
1991-06-11,8.44882,,,
1991-06-12,8.51107,,,
1991-06-13,8.47934,,,
1991-06-14,8.41749,,,
1991-06-17,8.45668,,,
1991-06-18,8.45686,,,
1991-06-19,8.44401,,,
1991-06-20,8.40351,,,
1991-06-21,8.44384,,,
1991-06-24,8.47501,,,
1991-06-25,8.49103,,,
1991-06-26,8.49347,,,
1991-06-27,8.46137,,,
1991-06-28,8.40212,,,
1991-07-01,8.44797,,,
1991-07-02,8.4539,,,
1991-07-04,8.80623,,,
1991-07-05,8.51773,,,
1991-07-08,8.5032,,,
1991-07-09,8.5258,,,
1991-07-10,8.49552,,,
1991-07-11,8.42704,,,
1991-07-12,8.39394,,,
1991-07-15,8.40207,,,
1991-07-16,8.39631,,,
1991-07-17,8.443,,,
1991-07-18,8.40764,,,
1991-07-19,8.36384,,,
1991-07-22,8.36178,,,
1991-07-23,8.38461,,,
1991-07-24,8.28205,,,
1991-07-25,8.23927,,,
1991-07-26,8.2437,,,
1991-07-29,8.24037,,,
1991-07-30,8.2318,,,
1991-07-31,8.19799,,,
1991-08-01,8.20521,,,
1991-08-02,8.08243,,,
1991-08-05,8.05964,,,
1991-08-06,8.0085,,,
1991-08-07,7.98573,,,
1991-08-08,7.99994,,,
1991-08-09,7.96146,,,
1991-08-12,7.94651,,,
1991-08-13,7.90789,,,
1991-08-14,7.81725,,,
1991-08-15,7.76137,,,
1991-08-16,7.73817,,,
1991-08-19,7.7236,,,
1991-08-20,7.67584,,,
1991-08-21,7.67994,,,
1991-08-22,7.66622,,,
1991-08-23,7.80316,,,
1991-08-27,7.77742,,,
1991-08-28,7.73003,,,
1991-08-29,7.6954,,,
1991-09-02,8.12037,,,
1991-09-03,7.74287,,,
1991-09-04,7.75091,,,
1991-09-05,7.78062,,,
1991-09-06,7.6746,,,
1991-09-09,7.63677,,,
1991-09-10,7.6292,,,
1991-09-11,7.64423,,,
1991-09-12,7.5197,,,
1991-09-13,7.53458,,,
1991-09-16,7.51972,,,
1991-09-17,7.51213,,,
1991-09-18,7.51224,,,
1991-09-19,7.53866,,,
1991-09-20,7.52375,,,
1991-09-23,7.51681,,,
1991-09-24,7.50863,,,
1991-09-25,7.51041,,,
1991-09-26,7.46448,,,
1991-09-27,7.40545,,,
1991-09-30,7.33209,,,
1991-10-01,7.31722,,,
1991-10-02,7.34097,,,
1991-10-03,7.32183,,,
1991-10-04,7.24985,,,
1991-10-07,7.27145,,,
1991-10-08,7.28672,,,
1991-10-09,7.33108,,,
1991-10-10,7.36646,,,
1991-10-11,7.28783,,,
1991-10-14,7.28783,,,
1991-10-15,7.26288,,,
1991-10-16,7.2851,,,
1991-10-17,7.42096,,,
1991-10-18,7.34495,,,
1991-10-21,7.45324,,,
1991-10-23,7.46814,,,
1991-10-24,7.43491,,,
1991-10-25,7.4608,,,
1991-10-28,7.41018,,,
1991-10-29,7.28426,,,
1991-10-30,7.25431,,,
1991-10-31,7.2383,,,
1991-11-01,7.20879,,,
1991-11-04,7.21619,,,
1991-11-05,7.27276,,,
1991-11-06,7.19071,,,
1991-11-07,7.11289,,,
1991-11-08,7.12853,,,
1991-11-11,7.12803,,,
1991-11-12,7.1045,,,
1991-11-13,7.14144,,,
1991-11-14,7.08193,,,
1991-11-15,6.94743,,,
1991-11-18,6.96955,,,
1991-11-19,6.9548,,,
1991-11-20,6.94682,,,
1991-11-21,6.95356,,,
1991-11-22,6.96178,,,
1991-11-25,7.00743,,,
1991-11-26,6.94705,,,
1991-11-28,7.26399,,,
1991-11-29,6.90505,,,
1991-12-02,6.83804,,,
1991-12-03,6.80174,,,
1991-12-04,6.71348,,,
1991-12-05,6.74182,,,
1991-12-06,6.7048,,,
1991-12-09,6.65311,,,
1991-12-10,6.66045,,,
1991-12-11,6.66045,,,
1991-12-12,6.6447,,,
1991-12-13,6.6959,,,
1991-12-16,6.67418,,,
1991-12-17,6.65953,,,
1991-12-18,6.71134,,,
1991-12-19,6.60877,,,
1991-12-20,6.45957,,,
1991-12-23,6.43823,,,
1991-12-27,6.43399,,,
1991-12-30,6.37185,,,
1991-12-31,6.35004,,,
1992-01-02,6.40064,,,
1992-01-03,6.47421,,,
1992-01-06,6.43048,,,
1992-01-07,6.36499,,,
1992-01-08,6.34985,,,
1992-01-09,6.43652,,,
1992-01-10,6.53879,,,
1992-01-13,6.6659,,,
1992-01-14,6.75445,,,
1992-01-15,6.83828,,,
1992-01-17,6.79721,,,
1992-01-21,6.71323,,,
1992-01-22,6.7354,,,
1992-01-23,6.85262,,,
1992-01-24,6.88995,,,
1992-01-27,6.89389,,,
1992-01-28,6.79369,,,
1992-01-29,6.8784,,,
1992-01-30,6.95737,,,
1992-01-31,6.92518,,,
1992-02-03,7.00049,,,
1992-02-04,6.93379,,,
1992-02-05,6.85895,,,
1992-02-06,6.88774,,,
1992-02-07,6.85904,,,
1992-02-10,6.84339,,,
1992-02-11,6.88158,,,
1992-02-12,6.92648,,,
1992-02-13,7.09848,,,
1992-02-14,7.11846,,,
1992-02-18,7.20598,,,
1992-02-19,7.1224,,,
1992-02-20,7.15326,,,
1992-02-21,7.24561,,,
1992-02-24,7.28179,,,
1992-02-25,7.26607,,,
1992-02-26,7.1299,,,
1992-02-27,7.08724,,,
1992-02-28,6.99372,,,
1992-03-02,7.1648,,,
1992-03-03,7.1734,,,
1992-03-04,7.19522,,,
1992-03-05,7.31932,,,
1992-03-06,7.28482,,,
1992-03-09,7.18717,,,
1992-03-10,7.24074,,,
1992-03-11,7.31551,,,
1992-03-12,7.41727,,,
1992-03-13,7.55877,,,
1992-03-16,7.544,,,
1992-03-17,7.46753,,,
1992-03-18,7.49048,,,
1992-03-19,7.44074,,,
1992-03-20,7.53737,,,
1992-03-23,7.51592,,,
1992-03-24,7.39801,,,
1992-03-25,7.38579,,,
1992-03-26,7.43287,,,
1992-03-27,7.36258,,,
1992-03-30,7.34053,,,
1992-03-31,7.34687,,,
1992-04-01,7.23523,,,
1992-04-02,7.24645,,,
1992-04-03,7.16717,,,
1992-04-06,7.17202,,,
1992-04-07,7.10493,,,
1992-04-08,7.1493,,,
1992-04-09,6.98242,,,
1992-04-10,7.02963,,,
1992-04-13,6.97018,,,
1992-04-14,6.99954,,,
1992-04-15,7.02749,,,
1992-04-16,7.13637,,,
1992-04-21,7.2466,,,
1992-04-22,7.25321,,,
1992-04-23,7.22129,,,
1992-04-24,7.15012,,,
1992-04-27,7.22824,,,
1992-04-28,7.16826,,,
1992-04-29,7.23298,,,
1992-04-30,7.16279,,,
1992-05-01,7.11488,,,
1992-05-05,7.05113,,,
1992-05-06,7.00312,,,
1992-05-07,6.99919,,,
1992-05-08,6.98782,,,
1992-05-11,6.95885,,,
1992-05-12,6.92798,,,
1992-05-13,6.88961,,,
1992-05-14,6.90889,,,
1992-05-15,6.8669,,,
1992-05-18,6.83544,,,
1992-05-19,6.68774,,,
1992-05-20,6.79172,,,
1992-05-21,6.99949,,,
1992-05-22,6.93903,,,
1992-05-26,7.00783,,,
1992-05-27,6.96438,,,
1992-05-28,6.90436,,,
1992-05-29,6.84901,,,
1992-06-01,6.89803,,,
1992-06-02,6.83828,,,
1992-06-03,6.83171,,,
1992-06-04,6.81258,,,
1992-06-05,6.77796,,,
1992-06-08,6.78785,,,
1992-06-09,6.82514,,,
1992-06-10,6.82561,,,
1992-06-11,6.76963,,,
1992-06-12,6.71997,,,
1992-06-15,6.70492,,,
1992-06-16,6.66116,,,
1992-06-17,6.64657,,,
1992-06-18,6.57074,,,
1992-06-19,6.64715,,,
1992-06-22,6.65377,,,
1992-06-23,6.66973,,,
1992-06-24,6.6258,,,
1992-06-25,6.53966,,,
1992-06-26,6.55024,,,
1992-06-29,6.49974,,,
1992-06-30,6.49906,,,
1992-07-01,6.45014,,,
1992-07-02,6.24068,,,
1992-07-06,6.18405,,,
1992-07-07,6.09699,,,
1992-07-08,6.17978,,,
1992-07-09,6.15394,,,
1992-07-10,6.16379,,,
1992-07-13,6.20229,,,
1992-07-14,6.14398,,,
1992-07-15,6.03497,,,
1992-07-16,6.03878,,,
1992-07-17,6.07022,,,
1992-07-20,6.07065,,,
1992-07-21,6.05563,,,
1992-07-22,6.01147,,,
1992-07-23,5.86313,,,
1992-07-24,5.91604,,,
1992-07-27,5.90461,,,
1992-07-28,5.87215,,,
1992-07-29,5.91911,,,
1992-07-30,6.00098,,,
1992-07-31,6.09166,,,
1992-08-03,6.09238,,,
1992-08-04,5.9753,,,
1992-08-05,5.93111,,,
1992-08-06,5.94242,,,
1992-08-07,5.82931,,,
1992-08-10,5.75309,,,
1992-08-11,5.73905,,,
1992-08-12,5.78206,,,
1992-08-13,5.83707,,,
1992-08-14,5.76718,,,
1992-08-17,5.76754,,,
1992-08-18,5.67969,,,
1992-08-19,5.65758,,,
1992-08-20,5.67831,,,
1992-08-21,5.76857,,,
1992-08-24,5.97388,,,
1992-08-25,6.00318,,,
1992-08-26,5.92794,,,
1992-08-27,5.86572,,,
1992-08-28,5.86872,,,
1992-09-01,5.78308,,,
1992-09-02,5.75417,,,
1992-09-03,5.74702,,,
1992-09-04,5.55748,,,
1992-09-08,5.45899,,,
1992-09-09,5.51626,,,
1992-09-10,5.52041,,,
1992-09-11,5.58005,,,
1992-09-14,5.51487,,,
1992-09-15,5.60797,,,
1992-09-16,5.6083,,,
1992-09-17,5.6343,,,
1992-09-18,5.644,,,
1992-09-21,5.70222,,,
1992-09-22,5.78952,,,
1992-09-23,5.81918,,,
1992-09-24,5.72091,,,
1992-09-25,5.60193,,,
1992-09-28,5.54359,,,
1992-09-29,5.59438,,,
1992-09-30,5.59711,,,
1992-10-01,5.47252,,,
1992-10-02,5.47509,,,
1992-10-05,5.4536,,,
1992-10-06,5.51056,,,
1992-10-07,5.68365,,,
1992-10-08,5.61526,,,
1992-10-09,5.86206,,,
1992-10-13,5.84243,,,
1992-10-14,5.84909,,,
1992-10-15,5.8979,,,
1992-10-16,5.92276,,,
1992-10-19,6.07729,,,
1992-10-20,6.30027,,,
1992-10-21,6.1446,,,
1992-10-22,6.18585,,,
1992-10-23,6.26302,,,
1992-10-26,6.26415,,,
1992-10-27,6.17029,,,
1992-10-28,6.17233,,,
1992-10-29,6.09449,,,
1992-10-30,6.19938,,,
1992-11-02,6.28739,,,
1992-11-03,6.23709,,,
1992-11-04,6.25225,,,
1992-11-05,6.22617,,,
1992-11-06,6.38014,,,
1992-11-09,6.4177,,,
1992-11-10,6.33574,,,
1992-11-12,6.25398,,,
1992-11-13,6.37517,,,
1992-11-16,6.46495,,,
1992-11-17,6.39841,,,
1992-11-18,6.30943,,,
1992-11-19,6.3883,,,
1992-11-20,6.42164,,,
1992-11-23,6.44394,,,
1992-11-24,6.36661,,,
1992-11-25,6.42418,,,
1992-11-27,6.54569,,,
1992-11-30,6.53098,,,
1992-12-01,6.56101,,,
1992-12-02,6.52425,,,
1992-12-03,6.51274,,,
1992-12-04,6.41273,,,
1992-12-07,6.36791,,,
1992-12-08,6.29486,,,
1992-12-09,6.33215,,,
1992-12-10,6.33579,,,
1992-12-11,6.40473,,,
1992-12-14,6.46489,,,
1992-12-15,6.41286,,,
1992-12-16,6.35312,,,
1992-12-17,6.35778,,,
1992-12-18,6.36773,,,
1992-12-21,6.36107,,,
1992-12-22,6.28682,,,
1992-12-23,6.33039,,,
1992-12-24,6.34156,,,
1992-12-29,6.33489,,,
1992-12-30,6.2918,,,
1992-12-31,6.34718,,,
1993-01-04,6.19983,,,
1993-01-05,6.21427,,,
1993-01-06,6.24429,,,
1993-01-07,6.34336,,,
1993-01-08,6.23309,,,
1993-01-11,6.1738,,,
1993-01-12,6.20307,,,
1993-01-13,6.17365,,,
1993-01-14,6.08972,,,
1993-01-15,6.06076,,,
1993-01-19,6.09189,,,
1993-01-20,6.09914,,,
1993-01-21,6.06022,,,
1993-01-22,6.01093,,,
1993-01-25,5.93786,,,
1993-01-26,5.991,,,
1993-01-27,5.93741,,,
1993-01-28,5.81459,,,
1993-01-29,5.79339,,,
1993-02-01,5.80034,,,
1993-02-02,5.8655,,,
1993-02-03,5.8436,,,
1993-02-04,5.76846,,,
1993-02-05,5.64753,,,
1993-02-08,5.74824,,,
1993-02-09,5.78592,,,
1993-02-10,5.86536,,,
1993-02-11,5.79623,,,
1993-02-12,5.78896,,,
1993-02-16,5.73988,,,
1993-02-17,5.64552,,,
1993-02-18,5.48485,,,
1993-02-19,5.51567,,,
1993-02-22,5.473,,,
1993-02-23,5.32867,,,
1993-02-24,5.48082,,,
1993-02-25,5.47728,,,
1993-02-26,5.4508,,,
1993-03-01,5.36243,,,
1993-03-02,5.3484,,,
1993-03-03,5.27626,,,
1993-03-04,5.23053,,,
1993-03-05,5.33288,,,
1993-03-08,5.37629,,,
1993-03-09,5.43462,,,
1993-03-10,5.45642,,,
1993-03-11,5.46041,,,
1993-03-12,5.57882,,,
1993-03-15,5.58765,,,
1993-03-16,5.49947,,,
1993-03-17,5.42045,,,
1993-03-18,5.27255,,,
1993-03-19,5.39809,,,
1993-03-22,5.37014,,,
1993-03-23,5.3415,,,
1993-03-24,5.41315,,,
1993-03-25,5.44535,,,
1993-03-26,5.55335,,,
1993-03-29,5.47659,,,
1993-03-30,5.44126,,,
1993-03-31,5.47008,,,
1993-04-01,5.46763,,,
1993-04-02,5.52113,,,
1993-04-05,5.48074,,,
1993-04-06,5.45861,,,
1993-04-07,5.45746,,,
1993-04-08,5.35268,,,
1993-04-13,5.31438,,,
1993-04-14,5.28516,,,
1993-04-15,5.27513,,,
1993-04-16,5.29886,,,
1993-04-19,5.28547,,,
1993-04-20,5.28534,,,
1993-04-21,5.27029,,,
1993-04-22,5.25332,,,
1993-04-23,5.29198,,,
1993-04-26,5.32842,,,
1993-04-27,5.40493,,,
1993-04-28,5.4048,,,
1993-04-29,5.33014,,,
1993-04-30,5.36204,,,
1993-05-04,5.25814,,,
1993-05-05,5.27977,,,
1993-05-06,5.26209,,,
1993-05-07,5.27181,,,
1993-05-10,5.22523,,,
1993-05-11,5.20299,,,
1993-05-12,5.24564,,,
1993-05-13,5.35064,,,
1993-05-14,5.38296,,,
1993-05-17,5.44083,,,
1993-05-18,5.47753,,,
1993-05-19,5.41956,,,
1993-05-20,5.4358,,,
1993-05-21,5.50455,,,
1993-05-24,5.57369,,,
1993-05-25,5.56599,,,
1993-05-26,5.50756,,,
1993-05-27,5.56099,,,
1993-05-28,5.57522,,,
1993-06-01,5.4573,,,
1993-06-02,5.44365,,,
1993-06-03,5.41133,,,
1993-06-04,5.54296,,,
1993-06-07,5.51398,,,
1993-06-08,5.5501,,,
1993-06-09,5.52135,,,
1993-06-10,5.51126,,,
1993-06-11,5.39797,,,
1993-06-14,5.40498,,,
1993-06-15,5.36918,,,
1993-06-16,5.3484,,,
1993-06-17,5.34437,,,
1993-06-18,5.39698,,,
1993-06-21,5.37616,,,
1993-06-22,5.36814,,,
1993-06-23,5.38765,,,
1993-06-24,5.37517,,,
1993-06-25,5.32089,,,
1993-06-28,5.28455,,,
1993-06-29,5.25626,,,
1993-06-30,5.25612,,,
1993-07-01,5.24898,,,
1993-07-02,5.19024,,,
1993-07-06,5.24947,,,
1993-07-07,5.2494,,,
1993-07-08,5.2106,,,
1993-07-09,5.20491,,,
1993-07-12,5.19815,,,
1993-07-13,5.22692,,,
1993-07-14,5.18404,,,
1993-07-15,5.18817,,,
1993-07-16,5.18966,,,
1993-07-19,5.19731,,,
1993-07-20,5.28419,,,
1993-07-21,5.37831,,,
1993-07-22,5.41837,,,
1993-07-23,5.45786,,,
1993-07-26,5.43628,,,
1993-07-27,5.43973,,,
1993-07-28,5.43032,,,
1993-07-29,5.336,,,
1993-07-30,5.36054,,,
1993-08-02,5.41777,,,
1993-08-03,5.39595,,,
1993-08-04,5.43177,,,
1993-08-05,5.3719,,,
1993-08-06,5.35948,,,
1993-08-09,5.32405,,,
1993-08-10,5.34469,,,
1993-08-11,5.33072,,,
1993-08-12,5.33432,,,
1993-08-13,5.27187,,,
1993-08-16,5.24333,,,
1993-08-17,5.27218,,,
1993-08-18,5.22927,,,
1993-08-19,5.15517,,,
1993-08-20,5.17184,,,
1993-08-23,5.17902,,,
1993-08-24,5.08612,,,
1993-08-25,5.04291,,,
1993-08-26,4.98761,6.53736,,
1993-08-27,5.05333,6.53468,,
1993-08-30,,0.003098,,
1993-08-31,5.00271,6.52224,,
1993-09-01,5.01014,6.50909,,
1993-09-02,4.96447,6.49741,,
1993-09-03,4.84504,6.4649,,
1993-09-07,4.84574,6.4338,,
1993-09-08,4.83211,6.41087,,
1993-09-09,4.95039,6.43662,,
1993-09-10,4.87388,6.5032,,
1993-09-13,4.88098,6.45597,,
1993-09-14,4.9807,6.6531,,
1993-09-15,4.93112,6.72023,,
1993-09-16,4.94938,6.64641,,
1993-09-17,4.95185,6.69905,,
1993-09-20,5.00999,6.80615,,
1993-09-21,4.99488,6.82273,,
1993-09-22,4.97439,6.75477,,
1993-09-23,5.02857,6.76551,,
1993-09-24,4.98052,6.7082,,
1993-09-27,4.89593,6.66725,,
1993-09-28,4.90285,6.63364,,
1993-09-29,4.96032,6.63446,,
1993-09-30,4.97889,6.7541,,
