"REF_DATE","GEO","DGUID","Type of credit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1985-02","Canada","2016A000011124","Business credit","Unadjusted","Dollars","81","millions","6","v36411","1.5.1","289783","","","","0"
"1985-02","Canada","2016A000011124","Business credit","Seasonally adjusted","Dollars","81","millions","6","v36418","1.5.2","291258","","","","0"
"1985-02","Canada","2016A000011124","Other business credit","Unadjusted","Dollars","81","millions","6","v36412","1.6.1","140940","","","","0"
"1985-02","Canada","2016A000011124","Other business credit","Seasonally adjusted","Dollars","81","millions","6","v36419","1.6.2","140940","","","","0"
"1985-02","Canada","2016A000011124","Short-term business credit","Unadjusted","Dollars","81","millions","6","v36413","1.7.1","139739","","","","0"
"1985-02","Canada","2016A000011124","Short-term business credit","Seasonally adjusted","Dollars","81","millions","6","v36420","1.7.2","140217","","","","0"
"1985-03","Canada","2016A000011124","Total business and household credit","Unadjusted","Dollars","81","millions","6","v36407","1.1.1","462254","","","","0"
"1985-03","Canada","2016A000011124","Total business and household credit","Seasonally adjusted","Dollars","81","millions","6","v36414","1.1.2","462334","","","","0"
"1985-03","Canada","2016A000011124","Household credit","Unadjusted","Dollars","81","millions","6","v36408","1.2.1","167033","","","","0"
"1985-03","Canada","2016A000011124","Household credit","Seasonally adjusted","Dollars","81","millions","6","v36415","1.2.2","167692","","","","0"
"1985-03","Canada","2016A000011124","Residential mortgage credit","Unadjusted","Dollars","81","millions","6","v36409","1.3.1","111992","","","","0"
"1985-03","Canada","2016A000011124","Residential mortgage credit","Seasonally adjusted","Dollars","81","millions","6","v36416","1.3.2","112423","","","","0"
"1985-03","Canada","2016A000011124","Consumer credit","Unadjusted","Dollars","81","millions","6","v36410","1.4.1","55041","","","","0"
"1985-03","Canada","2016A000011124","Consumer credit","Seasonally adjusted","Dollars","81","millions","6","v36417","1.4.2","55269","","","","0"
"1985-03","Canada","2016A000011124","Business credit","Unadjusted","Dollars","81","millions","6","v36411","1.5.1","295221","","","","0"
"1985-03","Canada","2016A000011124","Business credit","Seasonally adjusted","Dollars","81","millions","6","v36418","1.5.2","294642","","","","0"
"1985-03","Canada","2016A000011124","Other business credit","Unadjusted","Dollars","81","millions","6","v36412","1.6.1","141870","","","","0"
"1985-03","Canada","2016A000011124","Other business credit","Seasonally adjusted","Dollars","81","millions","6","v36419","1.6.2","141870","","","","0"
"1985-03","Canada","2016A000011124","Short-term business credit","Unadjusted","Dollars","81","millions","6","v36413","1.7.1","143038","","","","0"
"1985-03","Canada","2016A000011124","Short-term business credit","Seasonally adjusted","Dollars","81","millions","6","v36420","1.7.2","142641","","","","0"
"1985-04","Canada","2016A000011124","Total business and household credit","Unadjusted","Dollars","81","millions","6","v36407","1.1.1","464784","","","","0"
"1985-04","Canada","2016A000011124","Total business and household credit","Seasonally adjusted","Dollars","81","millions","6","v36414","1.1.2","464254","","","","0"
"1985-04","Canada","2016A000011124","Household credit","Unadjusted","Dollars","81","millions","6","v36408","1.2.1","168011","","","","0"
"1985-04","Canada","2016A000011124","Household credit","Seasonally adjusted","Dollars","81","millions","6","v36415","1.2.2","168801","","","","0"
"1985-04","Canada","2016A000011124","Residential mortgage credit","Unadjusted","Dollars","81","millions","6","v36409","1.3.1","112726","","","","0"
"1985-04","Canada","2016A000011124","Residential mortgage credit","Seasonally adjusted","Dollars","81","millions","6","v36416","1.3.2","113163","","","","0"
"1985-04","Canada","2016A000011124","Consumer credit","Unadjusted","Dollars","81","millions","6","v36410","1.4.1","55285","","","","0"
"1985-04","Canada","2016A000011124","Consumer credit","Seasonally adjusted","Dollars","81","millions","6","v36417","1.4.2","55638","","","","0"
"1985-04","Canada","2016A000011124","Business credit","Unadjusted","Dollars","81","millions","6","v36411","1.5.1","296775","","","","0"
"1985-04","Canada","2016A000011124","Business credit","Seasonally adjusted","Dollars","81","millions","6","v36418","1.5.2","295455","","","","0"
"1985-04","Canada","2016A000011124","Other business credit","Unadjusted","Dollars","81","millions","6","v36412","1.6.1","143098","","","","0"
