,USD 5Y Par Swap Rate,CAD 5Y Par Swap Rate,3M x 5Y USD Black Vol (%YIELD/ANNUM),3M x 5Y CAD Black Vol (%YIELD/ANNUM)
2014-12-31,1.77131,1.77029,0.420084,0.373242
2015-01-01,1.77131,,,
2015-01-02,1.74493,1.75304,0.431654,0.373247
2015-01-05,1.69346,1.7135,0.467251,0.373822
2015-01-06,1.61841,1.67023,0.499681,0.387107
2015-01-07,1.60944,1.67342,0.505756,0.414337
2015-01-08,1.64015,1.72155,0.491956,0.395422
2015-01-09,1.58828,1.67782,0.495902,0.405493
2015-01-12,1.53052,1.63106,0.532701,0.415082
2015-01-13,1.49805,1.60219,0.526048,0.415337
2015-01-14,1.44119,1.55445,0.556541,0.455879
2015-01-15,1.3747,1.48336,0.626188,0.498608
2015-01-16,1.43571,1.53116,0.587387,0.498623
2015-01-19,1.43569,1.53111,,
2015-01-20,1.44689,1.50188,0.576718,0.509824
2015-01-21,1.49121,1.29829,0.529428,0.54775
2015-01-22,1.53606,1.28255,0.509577,0.710283
2015-01-23,1.4878,1.24202,0.533383,0.710296
2015-01-26,1.51424,1.24279,0.513767,0.710446
2015-01-27,1.50063,1.21566,0.519077,0.720381
2015-01-28,1.40574,1.15036,0.553128,0.720384
2015-01-29,1.43808,1.15559,0.540226,0.795906
2015-01-30,1.35787,1.08702,0.590323,0.880178
2015-02-02,1.35272,1.0543,0.593665,0.879661
2015-02-03,1.44755,1.1077,0.578731,0.880161
2015-02-04,1.45994,1.09427,0.57033,0.880679
2015-02-05,1.47221,1.1399,0.567389,0.784008
2015-02-06,1.62988,1.21214,0.510244,0.71175
2015-02-09,1.64908,1.19845,0.516452,0.709369
2015-02-10,1.67587,1.18538,0.512992,0.710522
2015-02-11,1.67316,1.19987,0.507837,0.711675
2015-02-12,1.65579,1.17269,0.50306,0.711687
2015-02-13,1.67616,1.20276,0.498242,0.711678
2015-02-16,1.67612,1.203,,
2015-02-17,1.77609,1.27251,0.481965,0.709354
2015-02-18,1.6796,1.23368,0.507047,0.710492
2015-02-19,1.73537,1.23683,0.496638,0.71163
2015-02-20,1.76423,1.20991,0.488992,0.666006
2015-02-23,1.70476,1.14556,0.501481,0.709349
2015-02-24,1.62156,1.16115,0.513527,0.71054
2015-02-25,1.61897,1.12147,0.502301,0.736677
2015-02-26,1.674,1.16463,0.496673,0.711785
2015-02-27,1.64982,1.12421,0.499798,0.711744
2015-03-02,1.72342,1.19244,0.484018,0.750411
2015-03-03,1.762,1.21472,0.471563,0.724789
2015-03-04,1.74451,1.32229,0.472708,0.669793
2015-03-05,1.72644,1.34025,0.482548,0.656294
2015-03-06,1.84739,1.38971,0.444192,0.655703
2015-03-09,1.80413,1.34873,0.452421,0.640807
2015-03-10,1.76496,1.34983,0.460395,0.640803
2015-03-11,1.76723,1.30363,0.462349,0.64284
2015-03-12,1.73596,1.28901,0.471562,0.676777
2015-03-13,1.74623,1.28508,0.467935,0.679573
2015-03-16,1.72645,1.26849,0.466834,0.679895
2015-03-17,1.71247,1.25081,0.477668,0.676764
2015-03-18,1.57089,1.16815,0.530992,0.679894
2015-03-19,1.62122,1.1693,0.519703,0.679896
2015-03-20,1.56789,1.14711,0.524418,0.679576
2015-03-23,1.54967,1.1417,0.523104,0.679891
2015-03-24,1.51837,1.14534,0.531314,0.76385
2015-03-25,1.55436,1.16097,0.518398,0.763851
2015-03-26,1.61659,1.2825,0.50155,0.719656
2015-03-27,1.5606,1.19794,0.511571,0.691551
2015-03-30,1.56873,1.19599,0.509934,0.691158
2015-03-31,1.53275,1.19924,0.514312,0.699618
2015-04-01,1.49734,1.16414,0.528869,0.721099
2015-04-02,1.51472,1.17782,0.533118,0.721168
2015-04-03,1.42815,,0.542558,
2015-04-06,1.4801,1.19376,0.521077,0.720419
2015-04-07,1.49217,1.20541,0.520503,0.720419
2015-04-08,1.49527,1.19308,0.506749,0.696398
2015-04-09,1.55042,1.223,0.486408,0.676063
2015-04-10,1.55926,1.21601,0.473703,0.676062
2015-04-13,1.52937,1.21402,0.477747,0.67606
2015-04-14,1.49166,1.17391,0.489045,0.657092
2015-04-15,1.47618,1.22408,0.484638,0.657092
2015-04-16,1.44591,1.24799,0.493878,0.607366
2015-04-17,1.45416,1.27774,0.502579,0.599212
2015-04-20,1.4874,1.32297,0.48811,0.599207
2015-04-21,1.50138,1.3409,0.477743,0.599206
2015-04-22,1.54459,1.35452,0.468197,0.556845
2015-04-23,1.51088,1.34045,0.472722,0.482808
2015-04-24,1.48249,1.30142,0.478897,0.562822
2015-04-27,1.49854,1.31971,0.472628,0.55202
2015-04-28,1.53137,1.38959,0.47144,0.53445
2015-04-29,1.56523,1.41134,0.464373,0.530481
2015-04-30,1.5894,1.42154,0.470281,0.530481
2015-05-01,1.65736,1.50662,0.46411,0.53061
2015-05-04,1.65715,1.52788,0.476369,0.534744
2015-05-05,1.6985,1.52189,0.469712,0.53475
2015-05-06,1.72948,1.56746,0.465691,0.543385
2015-05-07,1.70583,1.50866,0.469494,0.531382
2015-05-08,1.64532,1.47362,0.460975,0.550482
2015-05-11,1.74236,1.57586,0.456702,0.519682
2015-05-12,1.72215,1.54978,0.468291,0.559374
2015-05-13,1.7057,1.55354,0.455574,0.549804
2015-05-14,1.65267,1.53066,0.460715,0.558055
2015-05-15,1.60431,1.46034,0.469445,0.57432
2015-05-18,1.67226,1.457,0.46372,
2015-05-19,1.71082,1.55399,0.457891,0.522254
2015-05-20,1.67428,1.5281,0.462399,0.530108
2015-05-21,1.64485,1.48488,0.465701,0.536007
2015-05-22,1.71316,1.51945,0.45189,0.52551
2015-05-25,1.71316,1.51945,,
2015-05-26,1.65996,1.46576,0.476617,0.543204
2015-05-27,1.66383,1.44149,0.471685,0.525507
2015-05-28,1.63988,1.42666,0.47311,0.53032
2015-05-29,1.61495,1.35411,0.478391,0.550339
2015-06-01,1.69698,1.38988,0.462139,0.566967
2015-06-02,1.7419,1.44604,0.455279,0.547411
2015-06-03,1.81687,1.50183,0.452818,0.559863
2015-06-04,1.77022,1.45271,0.46928,0.581333
2015-06-05,1.86416,1.53348,0.4384,0.530994
2015-06-08,1.82703,1.51997,0.44592,0.53616
2015-06-09,1.85728,1.55518,0.432865,0.521128
2015-06-10,1.91052,1.58719,0.428068,0.531411
2015-06-11,1.84807,1.51652,0.434611,0.553337
2015-06-12,1.86006,1.50833,0.422596,0.53114
2015-06-15,1.83113,1.47432,0.425968,0.531412
2015-06-16,1.80091,1.45858,0.431908,0.531415
2015-06-17,1.76294,1.46591,0.426834,0.531414
2015-06-18,1.77671,1.48079,0.440007,0.526786
2015-06-19,1.71484,1.42623,0.456051,0.572957
2015-06-22,1.78279,1.48954,0.444104,0.524799
2015-06-23,1.82113,1.49506,0.432702,0.529906
2015-06-24,1.79243,1.45378,0.433677,0.543118
2015-06-25,1.81642,1.4956,0.431561,0.531915
2015-06-26,1.86797,1.53627,0.410238,0.543463
2015-06-29,1.76,1.43393,0.461621,0.531426
2015-06-30,1.764,1.3472,0.457462,0.560412
2015-07-01,1.83599,1.34,0.433705,
2015-07-02,1.79151,1.36147,0.444064,0.555599
2015-07-03,1.79155,1.36147,,
2015-07-06,1.70623,1.30922,0.468029,0.551348
2015-07-07,1.67218,1.26434,0.475278,0.53145
2015-07-08,1.6384,1.2336,0.479819,0.542905
2015-07-09,1.70573,1.29553,0.463022,0.509299
2015-07-10,1.8,1.36323,0.431252,0.508376
2015-07-13,1.82063,1.32503,0.422918,0.544857
2015-07-14,1.7802,1.28037,0.420927,0.53146
2015-07-15,1.7458,1.23402,0.423441,0.531464
2015-07-16,1.76732,1.23936,0.405313,0.529817
2015-07-17,1.78954,1.24073,0.392659,0.530104
2015-07-20,1.82751,1.25968,0.39176,0.524876
2015-07-21,1.79143,1.24266,0.396668,0.537754
2015-07-22,1.79695,1.24161,0.39439,0.532474
2015-07-23,1.7625,1.2097,0.410018,0.544169
2015-07-24,1.74644,1.21325,0.412962,0.530711
2015-07-27,1.69949,1.19367,0.42717,0.540075
2015-07-28,1.71665,1.21985,0.417556,0.521774
2015-07-29,1.73666,1.2528,0.414704,0.519907
2015-07-30,1.75487,1.24226,0.419398,0.592604
2015-07-31,1.68251,1.16764,0.443186,0.530472
2015-08-03,1.65153,1.182,0.453522,
2015-08-04,1.72463,1.15008,0.440291,0.615688
2015-08-05,1.77401,1.19903,0.425851,0.531456
2015-08-06,1.74587,1.20048,0.434855,0.531458
2015-08-07,1.71669,1.20346,0.42541,0.530465
2015-08-10,1.75053,1.24354,0.421508,0.531453
2015-08-11,1.66198,1.15342,0.450447,0.531403
2015-08-12,1.64054,1.13865,0.465754,0.537491
2015-08-13,1.70288,1.16695,0.448204,0.638064
2015-08-14,1.71895,1.1604,0.427352,0.638194
2015-08-17,1.67404,1.1305,0.443879,0.62722
2015-08-18,1.69713,1.15322,0.434547,0.617165
2015-08-19,1.61815,1.07826,0.451343,0.664177
2015-08-20,1.61188,1.07214,0.458869,0.664183
2015-08-21,1.55569,1.04783,0.488739,0.664682
2015-08-24,1.47952,1.00639,0.546801,0.69212
2015-08-25,1.58665,1.09378,0.505045,0.692104
2015-08-26,1.57249,1.10228,0.507609,0.69211
2015-08-27,1.58838,1.11717,0.497361,0.675407
2015-08-28,1.62571,1.11894,0.482543,0.67506
2015-08-31,1.64116,1.13982,0.476897,0.649205
2015-09-01,1.58896,1.11541,0.498046,0.649206
2015-09-02,1.60853,1.11301,0.48746,0.649204
2015-09-03,1.58173,1.12736,0.484214,0.669779
2015-09-04,1.5488,1.1262,0.493388,0.657219
2015-09-07,1.54885,1.1215,,
2015-09-08,1.58725,1.13924,0.482176,0.6527
2015-09-09,1.56576,1.13708,0.486919,0.652701
2015-09-10,1.59809,1.12872,0.467445,0.655473
2015-09-11,1.56802,1.11313,0.476356,0.661975
2015-09-14,1.57388,1.11681,0.461587,0.661971
2015-09-15,1.6498,1.21123,0.459652,0.596152
2015-09-16,1.66118,1.24418,0.45441,0.590608
2015-09-17,1.56105,1.19735,0.469723,0.614814
2015-09-18,1.51339,1.13616,0.474791,0.619279
2015-09-21,1.55426,1.20616,0.460193,0.619277
2015-09-22,1.48078,1.15514,0.486242,0.610957
2015-09-23,1.49328,1.15975,0.474704,0.610958
2015-09-24,1.47589,1.15864,0.495758,0.620851
2015-09-25,1.49472,1.2098,0.472276,0.621137
2015-09-28,1.42557,1.14363,0.508556,0.621032
2015-09-29,1.38074,1.13491,0.531634,0.620852
2015-09-30,1.39612,1.17833,0.520902,0.620851
2015-10-01,1.41849,1.20376,0.508046,0.620973
2015-10-02,1.33401,1.17748,0.523814,0.62108
2015-10-05,1.39922,1.20503,0.499028,0.621027
2015-10-06,1.38345,1.18525,0.495651,0.621027
2015-10-07,1.40958,1.20189,0.486081,0.621028
2015-10-08,1.44468,1.25273,0.481361,0.621023
2015-10-09,1.44789,1.25029,0.472596,0.621076
2015-10-12,1.4479,1.2425,,
2015-10-13,1.39626,1.19203,0.488555,0.621022
2015-10-14,1.29837,1.14514,0.529257,0.621024
2015-10-15,1.34997,1.17337,0.50672,0.621024
2015-10-16,1.37148,1.19695,0.490675,0.621076
2015-10-19,1.36819,1.18528,0.495052,0.621029
2015-10-20,1.40794,1.22878,0.490802,0.621036
2015-10-21,1.3834,1.1839,0.494869,0.621029
2015-10-22,1.37127,1.1686,0.497504,0.628105
2015-10-23,1.42531,1.19246,0.47901,0.621114
2015-10-26,1.40034,1.13983,0.493596,0.621031
2015-10-27,1.36533,1.09053,0.506337,0.621037
2015-10-28,1.45117,1.14977,0.488858,0.621029
2015-10-29,1.51491,1.21634,0.492587,0.621021
2015-10-30,1.5015,1.21359,0.492687,0.620191
2015-11-02,1.53529,1.24174,0.490208,0.621019
2015-11-03,1.54511,1.276,0.488747,0.621013
2015-11-04,1.56377,1.30059,0.48179,0.621007
2015-11-05,1.57246,1.30644,0.482228,0.621012
2015-11-06,1.69123,1.36659,0.445121,0.621006
2015-11-09,1.67893,1.35278,0.449553,0.621014
2015-11-10,1.65355,1.33633,0.437745,0.621014
2015-11-11,1.65372,1.337,,
2015-11-12,1.66519,1.31456,0.434859,0.62102
2015-11-13,1.61497,1.28555,0.43925,0.621029
2015-11-16,1.60651,1.27955,0.443698,0.624447
2015-11-17,1.59915,1.28181,0.445315,0.620499
2015-11-18,1.60327,1.29045,0.43579,0.618373
2015-11-19,1.57059,1.26221,0.4439,0.633194
2015-11-20,1.57725,1.25442,0.433888,0.624509
2015-11-23,1.5964,1.23595,0.440312,0.630045
2015-11-24,1.59653,1.23207,0.442892,0.622918
2015-11-25,1.5851,1.21547,0.441755,0.629353
2015-11-26,1.58536,1.21547,,
2015-11-27,1.57701,1.20949,0.442221,0.624356
2015-11-30,1.57116,1.21789,0.458022,0.618133
2015-12-01,1.52646,1.17819,0.470105,0.639983
2015-12-02,1.57067,1.20724,0.456786,0.608264
2015-12-03,1.67055,1.30248,0.437035,0.579995
2015-12-04,1.64376,1.25413,0.445242,0.64252
2015-12-07,1.61909,1.21725,0.45033,0.638435
2015-12-08,1.62955,1.20712,0.4442,0.625431
2015-12-09,1.59417,1.17071,0.451107,0.63759
2015-12-10,1.64675,1.17542,0.43263,0.618723
2015-12-11,1.56796,1.11419,0.466519,0.651292
2015-12-14,1.6038,1.14607,0.46697,0.60659
2015-12-15,1.64424,1.16198,0.46359,0.613449
2015-12-16,1.68367,1.18884,0.424807,0.609042
2015-12-17,1.68681,1.17218,0.421673,0.630112
2015-12-18,1.67019,1.16271,0.420569,0.625935
2015-12-21,1.66778,1.16032,0.420361,0.622426
2015-12-22,1.6961,1.18424,0.41809,0.610151
2015-12-23,1.70526,1.17488,0.408876,0.625452
2015-12-24,1.69479,1.14869,0.409284,0.634106
2015-12-25,1.69479,,,
2015-12-28,1.69634,,0.406328,
2015-12-29,1.75652,1.19565,0.393359,0.62085
2015-12-30,1.75773,1.20267,0.394604,0.617919
2015-12-31,1.72912,1.18977,0.395988,0.627295
2016-01-01,1.72912,,,
2016-01-04,1.7092,1.18476,0.418798,0.624568
2016-01-05,1.68519,1.16911,0.422345,0.628892
2016-01-06,1.60641,1.09086,0.445804,0.661339
2016-01-07,1.56325,1.05238,0.461386,0.642079
2016-01-08,1.51606,1.06171,0.469496,0.616231
2016-01-11,1.49933,1.04975,0.478027,0.626789
2016-01-12,1.45842,0.982834,0.494276,0.659694
2016-01-13,1.44158,0.916707,0.51436,0.661855
2016-01-14,1.43586,0.886359,0.51457,0.640966
2016-01-15,1.36858,0.826412,0.556834,0.662437
2016-01-18,1.3688,0.825709,,
2016-01-19,1.38786,0.839963,0.544912,0.611425
2016-01-20,1.34342,0.865948,0.581254,0.607634
2016-01-21,1.36916,0.972554,0.566281,0.558373
2016-01-22,1.41705,1.01657,0.530018,0.596074
2016-01-25,1.40426,0.971015,0.532003,0.648242
2016-01-26,1.3719,0.961985,0.542151,0.627523
2016-01-27,1.38018,0.948384,0.527009,0.629129
2016-01-28,1.35686,0.960854,0.539393,0.614049
2016-01-29,1.28961,0.959796,0.577317,0.620854
2016-02-01,1.33812,0.966267,0.555251,0.617325
2016-02-02,1.23849,0.901178,0.609909,0.663741
2016-02-03,1.21312,0.917435,0.647136,0.610436
2016-02-04,1.21194,0.903355,0.648431,0.628659
2016-02-05,1.22496,0.885757,0.63289,0.632769
2016-02-08,1.14156,0.825175,0.730135,0.664064
2016-02-09,1.12539,0.826103,0.752728,0.621176
2016-02-10,1.0887,0.790627,0.772158,0.647521
2016-02-11,1.01681,0.759007,0.907915,1.022
2016-02-12,1.1291,0.8546,0.779503,0.871204
2016-02-15,1.1291,0.8565,,
2016-02-16,1.13585,0.895674,0.742811,0.87277
2016-02-17,1.17829,0.943467,0.68586,0.809689
2016-02-18,1.13143,0.867768,0.715003,0.926682
2016-02-19,1.14618,0.848591,0.720154,0.937258
2016-02-22,1.15227,0.857161,0.701588,0.92116
2016-02-23,1.12724,0.858742,0.719356,0.913479
2016-02-24,1.12889,0.861646,0.725062,0.91098
2016-02-25,1.06646,0.847396,0.771919,0.935765
2016-02-26,1.15332,0.887143,0.702111,0.872984
2016-02-29,1.14124,0.883057,0.704736,0.88264
2016-03-01,1.22944,0.946882,0.64422,0.815507
2016-03-02,1.25992,0.968863,0.630385,0.797694
2016-03-03,1.24407,0.948653,0.638731,0.809183
2016-03-04,1.29993,0.975303,0.586814,0.731434
2016-03-07,1.32927,0.99925,0.58092,0.743679
2016-03-08,1.26312,0.928819,0.632156,0.819002
2016-03-09,1.30005,0.973932,0.605737,0.739968
2016-03-10,1.34808,1.00454,0.589716,0.730699
2016-03-11,1.3966,1.0669,0.557892,0.709844
2016-03-14,1.39498,1.0516,0.557399,0.711325
2016-03-15,1.4126,1.04404,0.54271,0.71266
2016-03-16,1.33654,1.02701,0.564943,0.725174
2016-03-17,1.30903,1.01298,0.570032,0.710743
2016-03-18,1.27454,1.00531,0.578252,0.688772
2016-03-21,1.32371,1.03168,0.563833,0.679302
2016-03-22,1.35529,1.02958,0.550963,0.676675
2016-03-23,1.30738,1.00389,0.577367,0.714069
2016-03-24,1.33273,1.02214,0.577203,0.679772
2016-03-25,1.33273,,,
2016-03-28,1.31813,1.00514,0.584194,0.679763
2016-03-29,1.24768,0.951038,0.603798,0.713359
2016-03-30,1.21867,0.977754,0.600457,0.690209
2016-03-31,1.18129,0.976855,0.600596,0.689888
2016-04-01,1.21677,1.00085,0.577856,0.690787
2016-04-04,1.19357,0.998753,0.586994,0.69304
2016-04-05,1.14538,0.960572,0.626552,0.718104
2016-04-06,1.16813,0.975322,0.60671,0.707151
2016-04-07,1.11479,0.939543,0.644643,0.733249
2016-04-08,1.15063,0.998167,0.6286,0.637559
2016-04-11,1.14273,0.994391,0.63342,0.682981
2016-04-12,1.18757,1.04039,0.619705,0.656938
2016-04-13,1.17367,1.00063,0.627634,0.680835
2016-04-14,1.19381,1.03543,0.612835,0.638341
2016-04-15,1.1642,1.02406,0.628834,0.672282
2016-04-18,1.18111,1.0607,0.620738,0.638914
2016-04-19,1.21233,1.07622,0.609073,0.621366
2016-04-20,1.28539,1.11473,0.576126,0.60286
2016-04-21,1.29635,1.1132,0.575368,0.597725
2016-04-22,1.3116,1.1924,0.562307,0.559295
2016-04-25,1.325,1.23039,0.553109,0.533694
2016-04-26,1.34734,1.25074,0.536557,0.532915
2016-04-27,1.29506,1.18748,0.551041,0.562792
2016-04-28,1.26545,1.16805,0.57148,0.563494
2016-04-29,1.25032,1.18133,0.58057,0.564249
2016-05-02,1.29059,1.20878,0.563343,0.554222
2016-05-03,1.23158,1.14758,0.59463,0.593699
2016-05-04,1.20887,1.08576,0.603571,0.622291
2016-05-05,1.17001,1.08071,0.635201,0.636671
2016-05-06,1.1916,1.07646,0.605446,0.644465
2016-05-09,1.15219,1.03757,0.627082,0.651257
2016-05-10,1.15944,1.01832,0.62386,0.668032
2016-05-11,1.156,1.01723,0.620308,0.650459
2016-05-12,1.1964,1.05113,0.602433,0.636363
2016-05-13,1.16972,1.0279,0.611493,0.649645
2016-05-16,1.21486,1.05758,0.597878,0.651831
2016-05-17,1.23685,1.06968,0.596821,0.629479
2016-05-18,1.35104,1.14966,0.563305,0.606332
2016-05-19,1.33245,1.12116,0.570227,0.621847
2016-05-20,1.33066,1.11902,0.551078,0.623462
2016-05-23,1.3323,1.115,0.553421,
2016-05-24,1.35782,1.13579,0.533862,0.613759
2016-05-25,1.36207,1.163,0.52708,0.579864
2016-05-26,1.3137,1.11759,0.542861,0.612377
2016-05-27,1.32616,1.16269,0.533404,0.590049
2016-05-30,1.32616,,,
2016-05-31,1.32377,1.10899,0.550792,0.61443
2016-06-01,1.35474,1.10032,0.542453,0.622366
2016-06-02,1.33177,1.08917,0.559981,0.654757
2016-06-03,1.19922,0.999499,0.598515,0.713356
2016-06-06,1.2146,1.03584,0.588452,0.68377
2016-06-07,1.20251,1.01756,0.590088,0.68082
2016-06-08,1.20121,0.995197,0.591364,0.709761
2016-06-09,1.17573,1.01406,0.620148,0.730098
2016-06-10,1.13445,0.978554,0.650899,0.760006
2016-06-13,1.10543,0.956306,0.69474,0.832718
2016-06-14,1.10569,0.955847,0.690582,0.784686
2016-06-15,1.07879,0.945503,0.709852,0.798724
2016-06-16,1.06019,0.969405,0.751559,0.798822
2016-06-17,1.10943,0.972227,0.695285,0.753045
2016-06-20,1.14892,1.03837,0.659831,0.705817
2016-06-21,1.17803,1.0683,0.641662,0.675814
2016-06-22,1.17174,1.06657,0.64976,0.692739
2016-06-23,1.21847,1.10071,0.594966,0.638352
2016-06-24,1.05941,1.02405,0.714943,0.726048
2016-06-27,0.963749,0.920557,0.796428,0.795867
2016-06-28,0.963749,0.929455,0.767457,0.770979
2016-06-29,0.98777,0.959382,0.715311,0.722491
2016-06-30,0.989393,0.921085,0.697664,0.738646
2016-07-01,0.99904,0.921084,0.692023,0.740531
2016-07-04,,0.915,,
2016-07-05,0.934437,0.890504,0.758801,0.790173
2016-07-06,0.956367,0.903826,0.731441,0.769094
2016-07-07,0.948072,0.899362,0.754513,0.77315
2016-07-08,0.932985,0.871998,0.733105,0.79851
2016-07-11,1.00661,0.875423,0.676835,0.729755
2016-07-12,1.06479,0.933823,0.653486,0.681484
2016-07-13,1.02281,0.888603,0.678084,0.724276
2016-07-14,1.0644,0.942862,0.661686,0.70542
2016-07-15,1.12613,1.01084,0.626917,0.61358
2016-07-18,1.10935,0.982218,0.637874,0.637232
2016-07-19,1.10345,0.972079,0.632311,0.668899
2016-07-20,1.14201,1.01815,0.608992,0.605593
2016-07-21,1.15066,1.00414,0.610432,0.627538
2016-07-22,1.16993,0.98836,0.591137,0.646549
2016-07-25,1.18953,0.990727,0.581416,0.632767
2016-07-26,1.1714,1.01194,0.592602,0.611264
2016-07-27,1.13344,0.989342,0.608649,0.636304
2016-07-28,1.11789,0.998427,0.618541,0.625979
2016-07-29,1.05673,0.943636,0.623798,0.664716
2016-08-01,1.08266,0.939826,0.614589,0.689855
2016-08-02,1.11003,0.979237,0.610342,0.639227
2016-08-03,1.11107,1.00567,0.616191,0.601522
2016-08-04,1.07981,0.960094,0.640279,0.629984
2016-08-05,1.17734,0.954485,0.581082,0.627629
2016-08-08,1.19194,0.950245,0.581062,0.642205
2016-08-09,1.16117,0.932677,0.593718,0.661117
2016-08-10,1.11996,0.916,0.604604,0.668807
2016-08-11,1.17907,0.950113,0.57815,0.598716
2016-08-12,1.12513,0.92722,0.602411,0.636794
2016-08-15,1.14085,0.955847,0.601413,0.608712
2016-08-16,1.16052,0.978114,0.592554,0.595238
2016-08-17,1.16876,0.974148,0.594161,0.609918
2016-08-18,1.14008,0.961391,0.606505,0.62863
2016-08-19,1.18063,0.978613,0.581817,0.599281
2016-08-22,1.15062,0.929541,0.601181,0.629773
2016-08-23,1.15979,0.930553,0.588792,0.629398
2016-08-24,1.15043,0.95005,0.587338,0.616842
2016-08-25,1.18075,0.978422,0.584265,0.599883
2016-08-26,1.24901,1.0227,0.550876,0.575945
2016-08-29,1.19363,0.960695,0.579394,0.611653
2016-08-30,1.20236,0.975184,0.582708,0.638305
2016-08-31,1.20066,0.952442,0.583471,0.653589
2016-09-01,1.20654,0.95692,0.581014,0.65359
2016-09-02,1.20476,1.00469,0.57724,0.653584
2016-09-06,1.13675,0.991073,0.599702,0.606591
2016-09-07,1.13425,0.952152,0.593965,0.630592
2016-09-08,1.20074,0.99749,0.571016,0.615966
2016-09-09,1.24017,1.0241,0.570423,0.602648
2016-09-12,1.21702,1.02203,0.577686,0.612963
2016-09-13,1.25554,1.07416,0.567665,0.589481
2016-09-14,1.20308,1.03136,0.576437,0.584508
2016-09-15,1.20033,1.02929,0.588094,0.595892
2016-09-16,1.22317,1.0462,0.581579,0.593809
2016-09-19,1.22558,1.03795,0.581404,0.592468
2016-09-20,1.22658,1.02394,0.575571,0.59638
2016-09-21,1.23362,1.02931,0.540486,0.545408
2016-09-22,1.20147,1.0111,0.539302,0.555819
2016-09-23,1.18339,0.94645,0.530568,0.584692
2016-09-26,1.15646,0.91893,0.538746,0.586107
2016-09-27,1.14824,0.906514,0.546335,0.603089
2016-09-28,1.15333,0.918569,0.534743,0.590391
2016-09-29,1.14372,0.914063,0.545377,0.593228
2016-09-30,1.18022,0.968007,0.528876,0.551279
2016-10-03,1.20259,0.974568,0.515724,0.552127
2016-10-04,1.23943,1.00261,0.499548,0.535074
2016-10-05,1.26738,1.02358,0.487773,0.533017
2016-10-06,1.2949,1.03728,0.484169,0.535476
2016-10-07,1.28166,1.0427,0.478149,0.521952
2016-10-11,1.30671,1.06607,0.474609,0.505491
2016-10-12,1.31118,1.08363,0.474864,0.505494
2016-10-13,1.26867,1.07064,0.49038,0.494024
2016-10-14,1.29358,1.13256,0.476304,0.466436
2016-10-17,1.27044,1.09063,0.486305,0.491478
2016-10-18,1.25285,1.08933,0.489508,0.495478
2016-10-19,1.25191,1.07083,0.480964,0.474084
2016-10-20,1.26602,1.02977,0.469334,0.498573
2016-10-21,1.26599,0.994138,0.451898,0.516898
2016-10-24,1.28972,1.01123,0.441426,0.501126
2016-10-25,1.29739,1.00659,0.440393,0.488672
2016-10-26,1.32435,1.02954,0.440071,0.498577
2016-10-27,1.35589,1.08004,0.437438,0.495494
2016-10-28,1.34477,1.06317,0.435008,0.501489
2016-10-31,1.33345,1.05049,0.453762,0.510518
2016-11-01,1.31414,1.04837,0.464423,0.532457
2016-11-02,1.29209,1.0339,0.481366,0.558394
2016-11-03,1.29534,1.04615,0.488142,0.56036
2016-11-04,1.27787,1.01654,0.493977,0.573506
2016-11-07,1.32789,1.05976,0.471466,0.546862
2016-11-08,1.36873,1.09012,0.4493,0.530352
2016-11-09,1.52386,1.15902,0.434282,0.541531
2016-11-10,1.57531,1.21969,0.469256,0.549504
2016-11-14,1.69461,1.30496,0.467,0.565402
2016-11-15,1.70616,1.32151,0.444531,0.543945
2016-11-16,1.69789,1.30576,0.459343,0.535038
2016-11-17,1.73256,1.32997,0.443651,0.535041
2016-11-18,1.79328,1.33443,0.445344,0.52125
2016-11-21,1.7919,1.34721,0.45541,0.52747
2016-11-22,1.76353,1.30455,0.4417,0.530509
2016-11-23,1.80541,1.33851,0.442044,0.515516
2016-11-25,1.82443,1.33805,0.443774,0.515549
2016-11-28,1.78337,1.30126,0.4562,0.55282
2016-11-29,1.75366,1.27954,0.451875,0.556405
2016-11-30,1.80401,1.32062,0.459347,0.556223
2016-12-01,1.86776,1.39597,0.47144,0.578256
2016-12-02,1.81751,1.36428,0.460434,0.547415
2016-12-05,1.83891,1.37802,0.452847,0.542902
2016-12-06,1.84142,1.37023,0.433261,0.525428
2016-12-07,1.80125,1.35692,0.423772,0.517024
2016-12-08,1.82659,1.37647,0.413602,0.509548
2016-12-09,1.89218,1.43254,0.406653,0.477575
2016-12-12,1.89989,1.45224,0.413878,0.477897
2016-12-13,1.91376,1.47821,0.413308,0.45533
2016-12-14,2.00532,1.53467,0.405724,0.456938
2016-12-15,2.09239,1.58109,0.397765,0.462507
2016-12-16,2.09857,1.57803,0.401526,0.467931
2016-12-19,2.06103,1.54717,0.400462,0.48424
2016-12-20,2.07232,1.56383,0.393948,0.473981
2016-12-21,2.05464,1.57465,0.3899,0.46329
2016-12-22,2.06233,1.58025,0.387151,0.460067
2016-12-23,2.06036,1.55456,0.381052,0.460063
2016-12-27,2.07834,1.55456,0.37907,0.460183
2016-12-28,2.03027,1.51171,0.38564,0.459985
2016-12-29,1.99552,1.48655,0.389611,0.459982
2016-12-30,1.96349,1.46445,0.396116,0.472267
2017-01-03,1.96835,1.49541,0.4043,0.485523
2017-01-04,1.95862,1.47596,0.406337,0.484115
2017-01-05,1.89175,1.42671,0.416399,0.498325
2017-01-06,1.95306,1.47666,0.399678,0.480747
