list of data alert,,,,,,,,,
,,,,,,,,,
item,bloomberg/haver ticker,,,,,,,,
,,,,,,,,,
slovakia unemployment rate,SLUER Index,,,,,,,,
,,,,,,,,,
swiss gold export to china,CHNIGCNE@ALPMED,,,,,,,,
,,,,,,,,,
DB siren,DBSRMEA Index,,,,,,,,
,,,,,,,,,
China agg financing,CNLNNEW Index,,,,,,,,
,,,,,,,,,
new yuan loan,CNMS1YOY Index,,,,,,,,
,,,,,,,,,
M1,CNLNASF Index,,,,,,,,
,,,,,,,,,
Poland industrial production,POISCMOM Index,,,,,,,,
,,,,,,,,,
Taiwan export orders,TWEOTTLY Index,,,,,,,,
,,,,,,,,,
German consumer confidence,ECO1GFKC Index,,,,,,,,
,,,,,,,,,
Turkey consumer confidence,TUCDCONS Index,,,,,,,,
,,,,,,,,,
Australia employment change,AULFEMPC Index,,,,,,,,
,,,,,,,,,
unemployment rate,AULFUNEM Index,,,,,,,,
Composite pmi,MPMIINCA Index ,,,,,,,,
,,,,,,,,,
CPI,INFUTOTY Index,,,,,,,,
,,,,,,,,,
GDP,IGQREGDY Index,,,,,,,,
,,,,,,,,,
IP,INPIINDY Index,,,,,,,,
,,,,,,,,,
Manu pmi,MPMIINMA Index ,,,,,,,,
,,,,,,,,,
service pmi,MPMIINSA Index ,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indonesia,,,,,,,,,
,,,,,,,,,
CPI,IDCPIY Index,,,,,,,,
,,,,,,,,,
Core,IDIFCRIY Index,,,,,,,,
,,,,,,,,,
Export,IDEXPY Index,,,,,,,,
,,,,,,,,,
Import,IDIMPTLY Index,,,,,,,,
,,,,,,,,,
Trade balance,IDBALTOL Index,,,,,,,,
,,,,,,,,,
GDP,IDGDPY Index,,,,,,,,
,,,,,,,,,
Manu pmi,MPMIIDMA Index ,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Ireland,,,,,,,,,
,,,,,,,,,
Composite pmi,MPMIIECA Index ,,,,,,,,
,,,,,,,,,
Construction pmi,MPMIIEXA Index ,,,,,,,,
,,,,,,,,,
consumer conf,IECSINDX Index,,,,,,,,
,,,,,,,,,
econ pulse,IRPUECO Index,,,,,,,,
,,,,,,,,,
GDP,IEGRPYOY Index,,,,,,,,
,,,,,,,,,
HICP,IECPEUIY Index,,,,,,,,
,,,,,,,,,
IP,IEIPIYOY Index,,,,,,,,
,,,,,,,,,
Manu pmi,MPMIIEMA Index ,,,,,,,,
,,,,,,,,,
Property prices,IHPIRPPY Index,,,,,,,,
,,,,,,,,,
retail sales,IERSVYOY Index,,,,,,,,
,,,,,,,,,
service pmi,MPMIIESA Index,,,,,,,,
,,,,,,,,,
Unemployment rate,IEUERT Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Italy,,,,,,,,,
,,,,,,,,,
composite pmi,MPMIITCA Index ,,,,,,,,
,,,,,,,,,
construction pmi,MPMIITXA Index ,,,,,,,,
,,,,,,,,,
econ sentiment,ITESECSE Index,,,,,,,,
,,,,,,,,,
cons conf,ITPSSA Index,,,,,,,,
,,,,,,,,,
manu conf,ITBCI Index,,,,,,,,
,,,,,,,,,
gdp,ITPIRLYS Index,,,,,,,,
,,,,,,,,,
HICP,ITCPEY Index,,,,,,,,
,,,,,,,,,
Industrial orders,ITORTOTY Index,,,,,,,,
,,,,,,,,,
sales,ITISTOTY Index,,,,,,,,
,,,,,,,,,
IP,ITPRWAY Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIITMA Index,,,,,,,,
,,,,,,,,,
new car registration,ITVHYOY Index,,,,,,,,
,,,,,,,,,
retail sales,ITNSTY Index,,,,,,,,
,,,,,,,,,
service pmi,MPMIITSA Index ,,,,,,,,
,,,,,,,,,
unemployment rate,ITMUURS Index,,,,,,,,
,,,,,,,,,
wage growth,ITNHYOY Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Japan,,,,,,,,,
,,,,,,,,,
laborcash earning,JNLSUCTL Index,,,,,,,,
,,,,,,,,,
real,JNLSUCRE Index,,,,,,,,
,,,,,,,,,
composite pmi,MPMIJPCA Index,,,,,,,,
,,,,,,,,,
cons conf,JCOMSHCF Index,,,,,,,,
,,,,,,,,,
Core machine orders,JNMOYOY Index,,,,,,,,
,,,,,,,,,
CPI,JNCPIYOY Index,,,,,,,,
,,,,,,,,,
Core CPI,JCPNEFFE Index,,,,,,,,
,,,,,,,,,
Eco watcher ( current conditions),JWCOOVSA Index,,,,,,,,
,,,,,,,,,
outlook,JWEXOVSA Index,,,,,,,,
,,,,,,,,,
Export,JNTBEXPY Index,,,,,,,,
,,,,,,,,,
import,JNTBIMPY Index,,,,,,,,
,,,,,,,,,
trade balance,JNTBALA Index,,,,,,,,
,,,,,,,,,
housing start,JNHSYOY Index,,,,,,,,
,,,,,,,,,
IP,JNIPMOM Index,,,,,,,,
,,,,,,,,,
Machine tool orders,JNMTOY Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIJPMA Index,,,,,,,,
,,,,,,,,,
retail sales,JNNETYOY Index,,,,,,,,
,,,,,,,,,
service pmi,MPMIJPSA Index,,,,,,,,
,,,,,,,,,
Tankan,JNTSMFG Index,,,,,,,,
,,,,,,,,,
Tankan service companies,JNTSNMFG Index,,,,,,,,
,,,,,,,,,
Tokyo CPI,JNCPT Index,,,,,,,,
,,,,,,,,,
CPI ex food energy,JCPTEFFE Index,,,,,,,,
,,,,,,,,,
Unemployment rate,JNUE Index,,,,,,,,
,,,,,,,,,
Job - to-applicat ratio,JBTARATE Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chile,,,,,,,,,
,,,,,,,,,
Manu pmi,N228VFM@EMERGELA,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Mexico,,,,,,,,,
,,,,,,,,,
CPI,MXBWYOY Index,,,,,,,,
,,,,,,,,,
Core,MXBWCORY Index,,,,,,,,
,,,,,,,,,
IP,MXIPTYOY Index,,,,,,,,
,,,,,,,,,
Manu Prod,MXIPFYOY Index,,,,,,,,
,,,,,,,,,
GDP,IGAEYOY Index,,,,,,,,
,,,,,,,,,
GDP quarterly,MXGCTOT Index,,,,,,,,
,,,,,,,,,
Retail sales,MXWRTRYO Index,,,,,,,,
,,,,,,,,,
Unemployment rate,MXUEUNSA Index,,,,,,,,
,,,,,,,,,
wage growth,MXNSNOML Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
New zealand,,,,,,,,,
,,,,,,,,,
Cons conf,NZANCCT Index,,,,,,,,
,,,,,,,,,
CPI,NZCPIYOY Index,,,,,,,,
,,,,,,,,,
Employment change,NZLFYOY Index,,,,,,,,
,,,,,,,,,
Unemployment rate,NZLFUNER Index,,,,,,,,
,,,,,,,,,
participation rate,NZLFPART Index,,,,,,,,
,,,,,,,,,
wage growth,NZLCPQ Index,,,,,,,,
,,,,,,,,,
GDP,NZNTGDPY Index,,,,,,,,
,,,,,,,,,
house price,QVNZTOTY Index,,,,,,,,
,,,,,,,,,
Inflation expectation,NZIFRBY2 Index,,,,,,,,
,,,,,,,,,
1y,NZIFRBY1 Index,,,,,,,,
,,,,,,,,,
retail sales,NZRREXIN Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Norway,,,,,,,,,
,,,,,,,,,
cons conf,NOCONF Index,,,,,,,,
,,,,,,,,,
CPI underlying,NOCPULYY Index,,,,,,,,
,,,,,,,,,
CPI headline,NOCPIYOY Index,,,,,,,,
,,,,,,,,,
DNB PMI,NOPMISA Index,,,,,,,,
,,,,,,,,,
New orders,NOPMOR Index,,,,,,,,
,,,,,,,,,
GDP,NOGDCOSQ Index,,,,,,,,
,,,,,,,,,
GDP mainland,NOGDMQQ Index,,,,,,,,
,,,,,,,,,
house prices,NOHITOSM Index,,,,,,,,
,,,,,,,,,
IP,NOIPOYOY Index,,,,,,,,
,,,,,,,,,
retail sales,NORSXVNY Index,,,,,,,,
,,,,,,,,,
unemployment rate,NOLBRATE Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Poland,,,,,,,,,
,,,,,,,,,
construction output,POOSCYOY Index,,,,,,,,
,,,,,,,,,
CPI,POCPIYOY Index,,,,,,,,
,,,,,,,,,
GDP,POGDYOY Index,,,,,,,,
,,,,,,,,,
IP,POISCYOY Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIPLMA Index,,,,,,,,
,,,,,,,,,
retail sales,PORSYOY Index,,,,,,,,
,,,,,,,,,
Unemployment rate,POUER Index,,,,,,,,
,,,,,,,,,
wage growth,POWGYOY Index,,,,,,,,
,,,,,,,,,
employment growth,POEYYOY Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Russia,,,,,,,,,
,,,,,,,,,
Composite pmi,MPMIRUCA Index,,,,,,,,
,,,,,,,,,
Construction output,RUCCBRYY Index,,,,,,,,
,,,,,,,,,
Cons conf,RUCNCNCF Index,,,,,,,,
,,,,,,,,,
CPI,RUCPIYOY Index,,,,,,,,
,,,,,,,,,
core,RUCPBIYY Index,,,,,,,,
,,,,,,,,,
IP,RUIPRNYY Index,,,,,,,,
,,,,,,,,,
International reserves,RUFGGFML Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIRUMA Index,,,,,,,,
,,,,,,,,,
Unemployment rate,RUUER Index,,,,,,,,
,,,,,,,,,
Vihicle sales,RUAUTTYY Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Singapore,,,,,,,,,
,,,,,,,,,
non-oil export,SIEXNON% Index,,,,,,,,
,,,,,,,,,
electronic export,SIEXEYOY Index,,,,,,,,
,,,,,,,,,
gdp,SGDPYOY Index,,,,,,,,
,,,,,,,,,
IP,SIIPYOY% Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Slovakia,,,,,,,,,
,,,,,,,,,
real wage,SLWIIYOY Index,,,,,,,,
,,,,,,,,,
cons conf,SKCCCONC Index,,,,,,,,
,,,,,,,,,
CPI,SLCPLYOY Index,,,,,,,,
,,,,,,,,,
current account balance,SLCAEUR Index,,,,,,,,
,,,,,,,,,
gdp,SKGDLYOY Index,,,,,,,,
,,,,,,,,,
industrial conf,SKCCINDC Index,,,,,,,,
,,,,,,,,,
industrial orders,SLIOINYY Index,,,,,,,,
,,,,,,,,,
IP,SLPRYOYA Index,,,,,,,,
,,,,,,,,,
construction output,SLPCIYOY Index,,,,,,,,
,,,,,,,,,
retail sales,SLRTTXAY Index,,,,,,,,
,,,,,,,,,
unemployment rate,SLUER Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
South africa,,,,,,,,,
,,,,,,,,,
cons conf,SACWC Index,,,,,,,,
,,,,,,,,,
CPI,SACPIYOY Index,,,,,,,,
,,,,,,,,,
Core CPI,SCP8EPNY Index,,,,,,,,
,,,,,,,,,
Current Account balance,SACTGDP Index,,,,,,,,
,,,,,,,,,
GDP,SAGDPYOY Index,,,,,,,,
,,,,,,,,,
manu prod,SFPMNSAY Index,,,,,,,,
,,,,,,,,,
private credit,SACEIYY Index,,,,,,,,
,,,,,,,,,
retail sales,SARSCONY Index,,,,,,,,
,,,,,,,,,
unemployment rate,SAUERATQ Index,,,,,,,,
,,,,,,,,,
Whole economy pmi,MPMIZAWA Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
South korea,,,,,,,,,
,,,,,,,,,
Cons conf,KOCCCSI Index,,,,,,,,
,,,,,,,,,
CPI,KOCPIYOY Index,,,,,,,,
,,,,,,,,,
Export,KOTBEXPY Index,,,,,,,,
,,,,,,,,,
GDP,KOGDPYOY Index,,,,,,,,
,,,,,,,,,
Industrial,KOIPIY Index,,,,,,,,
,,,,,,,,,
IP,KOIPIY Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIKRMA Index,,,,,,,,
,,,,,,,,,
Unemployment rate,KOEAUERS Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Spain,,,,,,,,,
,,,,,,,,,
Composite pmi,MPMIESCA Index,,,,,,,,
,,,,,,,,,
HICP,SPCPEUYY Index,,,,,,,,
,,,,,,,,,
manu pmi,MPMIESMA Index,,,,,,,,
,,,,,,,,,
service pmi,MPMIESSA Index,,,,,,,,
,,,,,,,,,
unemployment change,SPUECHNG Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Sweden,,,,,,,,,
,,,,,,,,,
House price,SWRLPRIC Index,,,,,,,,
,,,,,,,,,
CPI,SWCPUIFY Index,,,,,,,,
,,,,,,,,,
CPI ex energy,SWCPIFY Index,,,,,,,,
,,,,,,,,,
household consumption,SWHOWDAY Index,,,,,,,,
,,,,,,,,,
Household lending,SWLEMFIY Index,,,,,,,,
,,,,,,,,,
IP,SEIBPVMY Index,,,,,,,,
,,,,,,,,,
private sector production,SEIBPVPY Index,,,,,,,,
,,,,,,,,,
service sector ex finance,SEIBPVSY Index,,,,,,,,
,,,,,,,,,
KI servy,SWETSURV Index,,,,,,,,
,,,,,,,,,
cons conf,SWETCI Index,,,,,,,,
,,,,,,,,,
manu conf,SWETCIM Index,,,,,,,,
,,,,,,,,,
manu pmi,PMISSURV Index,,,,,,,,
,,,,,,,,,
ppi,SWPPIYOY Index,,,,,,,,
,,,,,,,,,
private non manu wages,SWWGNMIY Index,,,,,,,,
,,,,,,,,,
retail sales,SWRSIYOY Index,,,,,,,,
,,,,,,,,,
service pmi,PMSSSURS Index,,,,,,,,
,,,,,,,,,
unemployment rate,SWUESART Index,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Switzerland,,,,,,,,,
,,,,,,,,,
CPI,SZCPIYOY Index,,,,,,,,
,,,,,,,,,
Core PCI,SZEXIYOY Index,,,,,,,,
,,,,,,,,,
GDP,SZGRGDPY Index,,,,,,,,
KOF leading indicator,SZLILEI Index,,,,,,,,
Manu pmi,SZPUI Index,,,,,,,,
output,SZPUO Index,,,,,,,,
retail sales,SZRSRYOY Index,,,,,,,,
service pmi,SZPUSERV Index,,,,,,,,
prod service,SZPUSPRO Index,,,,,,,,
New orders,SZPUSNOR Index,,,,,,,,
Unemployment rate,SZUEUEA Index,,,,,,,,
Gold export to China,CHNIGCNE@ALPMED,,,,,,,,
,,,,,,,,,
Taiwan,,,,,,,,,
CPI,TWCPIYOY Index,,,,,,,,
Core CPI,TWCOCPIY Index,,,,,,,,
discont rate,TAREDSC Index,,,,,,,,
Export orders,TWEOTTLY Index,,,,,,,,
IP,TWINDPIY Index,,,,,,,,
International reserve assets,TWIRFE Index,,,,,,,,
Manu pmi,MPMITWMA Index,,,,,,,,
Unemployment rate,TWLFADJ Index,,,,,,,,
