Read,Visible,id,Ticker,Load_Fn,FunctionArgs,Location,Country,Concept,Name,sub1,sub2,sub3,sub4,sub5,seas,Version,Description,Freq

TRUE,FALSE,s_9543,TUR_EXPORTS_FUELS_VOLUME_INDEX_1_NSA,haver,N186IF33@EMERGEMA,,TUR,TRADE DETAIL,EXPORTS,FUELS,,VOLUME,,INDEX,NSA,,,M

TRUE,FALSE,s_9544,TUR_IMPORTS_FUELS_VOLUME_INDEX_1_NSA,haver,N186IW33@EMERGEMA,,TUR,TRADE DETAIL,IMPORTS,FUELS,,VOLUME,,INDEX,NSA,,,M

TRUE,FALSE,s_9545,VNM_EXPORTS_PETROL_VOLUME_THOUS_MT_1_NSA,haver,N582IJCO@EMERGEPR,,VNM,TRADE DETAIL,EXPORTS,PETROL,,VOLUME,THOUS,MT,NSA,,,M

TRUE,FALSE,s_9546,VNM_IMPORTS_PETROL_VOLUME_THOUS_MT_1_NSA,haver,N582IJMC@EMERGEPR,,VNM,TRADE DETAIL,IMPORTS,PETROL,,VOLUME,THOUS,MT,NSA,,,M

TRUE,FALSE,s_9547,ARG_EXPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N213IXFP@EMERGELA,,ARG,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9548,ARG_EXPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N213IXFN@EMERGELA,,ARG,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9549,ARG_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N213IMF@EMERGELA,,ARG,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9550,AUS_IMPORTS_PETROL_VALUE_MIL_AUD_1_NSA,haver,AUQMPVTM@ANZ,,AUS,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,AUD,NSA,,,Q

TRUE,FALSE,s_9551,AUS_EXPORTS_MINERAL_FUELS_VALUE_MIL_AUD_1_NSA,haver,AUNIX3@ANZ,,AUS,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,AUD,NSA,,,M

TRUE,FALSE,s_9552,AUS_IMPORTS_MINERAL_FUELS_VALUE_MIL_AUD_1_NSA,haver,AUNIM3@ANZ,,AUS,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,AUD,NSA,,,M

TRUE,FALSE,s_9553,BRA_EXPORTS_CRUDE_OIL_VALUE_THOUS_USD_5_NSA,haver,N223IXFG@EMERGELA,,BRA,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9554,BRA_EXPORTS_FUEL_OILS_VALUE_THOUS_USD_5_NSA,haver,C223IX21@EMERGELA,,BRA,TRADE DETAIL,EXPORTS,FUEL,OILS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9555,BRA_EXPORTS_GASOLINE_VALUE_THOUS_USD_5_NSA,haver,C223IX13@EMERGELA,,BRA,TRADE DETAIL,EXPORTS,GASOLINE,,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9556,BRA_EXPORTS_HYDROCARBONS_VALUE_THOUS_USD_5_NSA,haver,C223IX14@EMERGELA,,BRA,TRADE DETAIL,EXPORTS,HYDROCARBONS,,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9557,BRA_IMPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N223IMF@EMERGELA,,BRA,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9558,CAN_EXPORTS_CRUDE_OIL_VALUE_MIL_CAD_1_SA,haver,V8T26973@CANADA,,CAN,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,CAD,SA,,,M

TRUE,FALSE,s_9559,CAN_IMPORTS_CRUDE_OIL_VALUE_MIL_CAD_1_SA,haver,V8T26362@CANADA,,CAN,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,CAD,SA,,,M

TRUE,FALSE,s_9560,CAN_EXPORTS_MINERAL_FUELS_VALUE_MIL_CAD_1_SA,haver,V8T26972@CANADA,,CAN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,CAD,SA,,,M

TRUE,FALSE,s_9561,CAN_IMPORTS_MINERAL_FUELS_VALUE_MIL_CAD_1_SA,haver,V8T26360@CANADA,,CAN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,CAD,SA,,,M

TRUE,FALSE,s_9562,CZE_EXPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N935IX3@EMERGECW,,CZE,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9563,CZE_IMPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N935IM3@EMERGECW,,CZE,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9564,CZE_EXPORTS_PETROL_VALUE_THOUS_USD_1_NSA,haver,N935IX33@EMERGECW,,CZE,TRADE DETAIL,EXPORTS,PETROL,,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9565,CZE_IMPORTS_PETROL_VALUE_THOUS_USD_1_NSA,haver,N935IM33@EMERGECW,,CZE,TRADE DETAIL,IMPORTS,PETROL,,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9566,CHE_IMPORTS_ENERGY_VALUE_MIL_CHF_1_NSA,haver,CHNIMEN@ALPMED,,CHE,TRADE DETAIL,IMPORTS,ENERGY,,VALUE,MIL,CHF,NSA,,,M

TRUE,FALSE,s_9567,CHE_EXPORTS_MINERAL_FUELS_VALUE_THOUS_CHF_1_NSA,haver,CHNIX27@ALPMED,,CHE,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,CHF,NSA,,,M

TRUE,FALSE,s_9568,CHE_IMPORTS_MINERAL_FUELS_VALUE_THOUS_CHF_1_NSA,haver,CHNIM27@ALPMED,,CHE,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,CHF,NSA,,,M

TRUE,FALSE,s_9569,CHL_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N228IMF@EMERGELA,,CHL,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9570,CHL_IMPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N228IMFP@EMERGELA,,CHL,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9571,CHN_EXPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N924IXMF@EMERGEPR,,CHN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9572,CHN_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N924IMMF@EMERGEPR,,CHN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9573,CHN_EXPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N924IE72@EMERGEPR,,CHN,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9574,CHN_IMPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N924IN47@EMERGEPR,,CHN,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9575,COL_EXPORTS_PETROL_VALUE_MIL_USD_5_NSA,haver,N233IX33@EMERGELA,,COL,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9576,COL_EXPORTS_COAL_VALUE_MIL_USD_5_NSA,haver,N233IX32@EMERGELA,,COL,TRADE DETAIL,EXPORTS,COAL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9577,COL_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N233IMFF@EMERGELA,,COL,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9578,COL_IMPORTS_FUELS_VALUE_MIL_USD_1_NSA,haver,N233IMFG@EMERGELA,,COL,TRADE DETAIL,IMPORTS,FUELS,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9579,DEN_EXPORTS_PETROL_VALUE_MIL_KRONER_1_NSA,haver,DKNIX33@NORDIC,,DEN,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,KRONER,NSA,,,M

TRUE,FALSE,s_9580,DEN_IMPORTS_PETROL_VALUE_MIL_KRONER_1_NSA,haver,DKNIM33@NORDIC,,DEN,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,KRONER,NSA,,,M

TRUE,FALSE,s_9581,DEN_EXPORTS_MINERAL_FUELS_VALUE_MIL_KRONER_1_SA,haver,DKSE3@NORDIC,,DEN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,KRONER,SA,,,M

TRUE,FALSE,s_9582,DEN_IMPORTS_MINERAL_FUELS_VALUE_MIL_KRONER_1_SA,haver,DKSI3@NORDIC,,DEN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,KRONER,SA,,,M

TRUE,FALSE,s_9583,DEU_EXPORTS_MINERAL_FUELS_VALUE_THOUS_EUR_1_NSA,haver,DENIXST3@GERMANY,,DEU,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9584,DEU_IMPORTS_MINERAL_FUELS_VALUE_THOUS_EUR_1_NSA,haver,DENIMST3@GERMANY,,DEU,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9585,EUR_EXPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,X025EE12@EUDATA,,EUR,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9586,EUR_IMPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,M025EE12@EUDATA,,EUR,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9587,ESP_EXPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,ESNIX3@SPAIN,,ESP,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9588,ESP_IMPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,ESNIM3@SPAIN,,ESP,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9589,ESP_EXPORTS_PETROL_VALUE_MIL_EUR_1_NSA,haver,ESNIX33@SPAIN,,ESP,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9590,ESP_IMPORTS_PETROL_VALUE_MIL_EUR_1_NSA,haver,ESNIM33@SPAIN,,ESP,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9591,FRA_EXPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_SA,haver,FRSIXCD@FRANCE,,FRA,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,EUR,SA,,,M

TRUE,FALSE,s_9592,FRA_IMPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_SA,haver,FRSIMCD@FRANCE,,FRA,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,EUR,SA,,,M

TRUE,FALSE,s_9593,HKG_EXPORTS_FUELS_VALUE_MIL_HKD_1_SA,haver,H532IXEL@EMERGEPR,,HKG,TRADE DETAIL,EXPORTS,FUELS,,VALUE,MIL,HKD,SA,,,M

TRUE,FALSE,s_9594,HKG_IMPORTS_FUELS_VALUE_MIL_HKD_1_SA,haver,H532IMEL@EMERGEPR,,HKG,TRADE DETAIL,IMPORTS,FUELS,,VALUE,MIL,HKD,SA,,,M

TRUE,FALSE,s_9595,HUN_EXPORTS_MINERAL_FUELS_VALUE_BIL_HUF_1_NSA,haver,N944IX3@EMERGECW,,HUN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,BIL,HUF,NSA,,,M

TRUE,FALSE,s_9596,HUN_IMPORTS_MINERAL_FUELS_VALUE_BIL_HUF_1_NSA,haver,N944IM3@EMERGECW,,HUN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,BIL,HUF,NSA,,,M

TRUE,FALSE,s_9597,IDN_EXPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N536IX3@EMERGEPR,,IDN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9598,IDN_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N536IMF3@EMERGEPR,,IDN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9599,IDN_EXPORTS_OIL_GAS_VALUE_MIL_USD_1_NSA,haver,N536IXOG@EMERGEPR,,IDN,TRADE DETAIL,EXPORTS,OIL,GAS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9600,IDN_IMPORTS_OIL_GAS_VALUE_MIL_USD_1_NSA,haver,N536IMOG@EMERGEPR,,IDN,TRADE DETAIL,IMPORTS,OIL,GAS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9601,IDN_EXPORTS_PETROL_PRODUCTS_VALUE_MIL_USD_1_NSA,haver,N536IXP@EMERGEPR,,IDN,TRADE DETAIL,EXPORTS,PETROL,PRODUCTS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9602,IDN_EXPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N536IXCP@EMERGEPR,,IDN,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9603,IDN_IMPORTS_CRUDE_OIL_VALUE_MIL_USD_1_NSA,haver,N536IMOL@EMERGEPR,,IDN,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9604,IND_EXPORTS_PETROL_VALUE_MIL_USD_6_NSA,haver,N534IX33@EMERGEPR,,IND,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9605,IND_EXPORTS_COAL_COKE_VALUE_MIL_USD_6_NSA,haver,N534IX32@EMERGEPR,,IND,TRADE DETAIL,EXPORTS,COAL,COKE,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9606,IND_IMPORTS_PETROL_VALUE_MIL_USD_5_NSA,haver,N534IM33@EMERGEPR,,IND,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9607,IND_IMPORTS_COAL_COKE_VALUE_MIL_USD_5_NSA,haver,N534IM32@EMERGEPR,,IND,TRADE DETAIL,IMPORTS,COAL,COKE,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9608,IRE_EXPORTS_MINERAL_FUELS_VALUE_THOUS_EUR_1_NSA,haver,IENIX30@IRELAND,,IRE,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9609,IRE_IMPORTS_MINERAL_FUELS_VALUE_THOUS_EUR_1_NSA,haver,IENIM30@IRELAND,,IRE,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9610,IRE_EXPORTS_PETROL_VALUE_THOUS_EUR_1_NSA,haver,IENIX27@IRELAND,,IRE,TRADE DETAIL,EXPORTS,PETROL,,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9611,IRE_IMPORTS_PETROL_VALUE_THOUS_EUR_1_NSA,haver,IENIM27@IRELAND,,IRE,TRADE DETAIL,IMPORTS,PETROL,,VALUE,THOUS,EUR,NSA,,,M

TRUE,FALSE,s_9612,ISE_EXPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N436IX3@EMERGEMA,,ISE,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9613,ISE_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N436IM3@EMERGEMA,,ISE,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9614,ISE_EXPORTS_PETROL_VALUE_MIL_USD_1_NSA,haver,N436IX33@EMERGEMA,,ISE,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9615,ISE_IMPORTS_PETROL_VALUE_MIL_USD_1_NSA,haver,N436IM33@EMERGEMA,,ISE,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9616,ITA_EXPORTS_PETROL_VALUE_MIL_EUR_6_NSA,haver,ITNIX06@ITALY,,ITA,TRADE DETAIL,EXPORTS,PETROL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9617,ITA_EXPORTS_COAL_VALUE_MIL_EUR_6_NSA,haver,ITNIX05@ITALY,,ITA,TRADE DETAIL,EXPORTS,COAL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9618,ITA_EXPORTS_COKE_VALUE_MIL_EUR_6_NSA,haver,ITNIXCD@ITALY,,ITA,TRADE DETAIL,EXPORTS,COKE,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9619,ITA_EXPORTS_ELECTRICITY_VALUE_MIL_EUR_6_NSA,haver,ITNIX351@ITALY,,ITA,TRADE DETAIL,EXPORTS,ELECTRICITY,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9620,ITA_IMPORTS_PETROL_VALUE_MIL_EUR_5_NSA,haver,ITNIM06@ITALY,,ITA,TRADE DETAIL,IMPORTS,PETROL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9621,ITA_IMPORTS_COAL_VALUE_MIL_EUR_5_NSA,haver,ITNIM05@ITALY,,ITA,TRADE DETAIL,IMPORTS,COAL,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9622,ITA_IMPORTS_COKE_VALUE_MIL_EUR_5_NSA,haver,ITNIMCD@ITALY,,ITA,TRADE DETAIL,IMPORTS,COKE,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9623,ITA_IMPORTS_ELECTRICITY_VALUE_MIL_EUR_5_NSA,haver,ITNIM351@ITALY,,ITA,TRADE DETAIL,IMPORTS,ELECTRICITY,,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9624,ITA_EXPORTS_CRUDE_OIL_VALUE_MIL_EUR_1_NSA,haver,ITNIX061@ITALY,,ITA,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9625,ITA_IMPORTS_CRUDE_OIL_VALUE_MIL_EUR_1_NSA,haver,ITNIM061@ITALY,,ITA,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9626,JPN_IMPORTS_PETROL_PRODUCTS_VALUE_BIL_YEN_1_NSA,haver,VICPP@JAPAN,,JPN,TRADE DETAIL,IMPORTS,PETROL,PRODUCTS,VALUE,BIL,YEN,NSA,,,M

TRUE,FALSE,s_9627,JPN_IMPORTS_CRUDE_OIL_VALUE_BIL_YEN_1_NSA,haver,VICPE@JAPAN,,JPN,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,BIL,YEN,NSA,,,M

TRUE,FALSE,s_9628,JPN_EXPORTS_MINERAL_FUELS_VALUE_BIL_YEN_1_NSA,haver,VECFU@JAPAN,,JPN,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,BIL,YEN,NSA,,,M

TRUE,FALSE,s_9629,JPN_IMPORTS_MINERAL_FUELS_VALUE_BIL_YEN_1_NSA,haver,VICFU@JAPAN,,JPN,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,BIL,YEN,NSA,,,M

TRUE,FALSE,s_9630,KOR_EXPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_SA,haver,H542IX3@EMERGEPR,,KOR,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,USD,SA,,,M

TRUE,FALSE,s_9631,KOR_IMPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_SA,haver,H542IM3@EMERGEPR,,KOR,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,USD,SA,,,M

TRUE,FALSE,s_9632,MAL_EXPORTS_PETROL_PRODUCTS_VALUE_MIL_MYR_1_NSA,haver,N548IXPT@EMERGEPR,,MAL,TRADE DETAIL,EXPORTS,PETROL,PRODUCTS,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9633,MAL_EXPORTS_LNG_VALUE_MIL_MYR_1_NSA,haver,N548IXNG@EMERGEPR,,MAL,TRADE DETAIL,EXPORTS,LNG,,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9634,MAL_EXPORTS_CRUDE_OIL_VALUE_MIL_MYR_1_NSA,haver,N548IXMA@EMERGEPR,,MAL,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9635,MAL_IMPORTS_PETROL_PRODUCTS_VALUE_MIL_MYR_1_NSA,haver,N548IMPT@EMERGEPR,,MAL,TRADE DETAIL,IMPORTS,PETROL,PRODUCTS,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9636,MAL_IMPORTS_CRUDE_OIL_VALUE_MIL_MYR_1_NSA,haver,N548IMCP@EMERGEPR,,MAL,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9637,MAL_EXPORTS_MINERAL_FUELS_VALUE_MIL_MYR_1_NSA,haver,N548IX3@EMERGEPR,,MAL,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9638,MAL_IMPORTS_MINERAL_FUELS_VALUE_MIL_MYR_1_NSA,haver,N548IM3@EMERGEPR,,MAL,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,MYR,NSA,,,M

TRUE,FALSE,s_9639,MEX_EXPORTS_CRUDE_OIL_VALUE_MIL_USD_1_SA,haver,H273TXUD@EMERGELA,,MEX,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,USD,SA,,,M

TRUE,FALSE,s_9640,MEX_EXPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N273IX27@EMERGELA,,MEX,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9641,MEX_IMPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N273IM27@EMERGELA,,MEX,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9642,NLD_EXPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,NLNIXN@BENELUX,,NLD,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9643,NLD_IMPORTS_MINERAL_FUELS_VALUE_MIL_EUR_1_NSA,haver,NLNIMN@BENELUX,,NLD,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,EUR,NSA,,,M

TRUE,FALSE,s_9644,NOR_EXPORTS_CRUDE_OIL_VALUE_MIL_KRONER_1_NSA,haver,NONIXR@NORDIC,,NOR,TRADE DETAIL,EXPORTS,CRUDE,OIL,VALUE,MIL,KRONER,NSA,,,M

TRUE,FALSE,s_9645,NOR_EXPORTS_MINERAL_FUELS_VALUE_MIL_KRONER_1_NSA,haver,NONIXF@NORDIC,,NOR,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,KRONER,NSA,,,M

TRUE,FALSE,s_9646,NOR_IMPORTS_MINERAL_FUELS_VALUE_MIL_KRONER_1_NSA,haver,NONIMF@NORDIC,,NOR,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,KRONER,NSA,,,M

TRUE,FALSE,s_9647,NZD_EXPORTS_MINERAL_FUELS_VALUE_MIL_NZ_1_NSA,haver,NZNIXCMI@ANZ,,NZD,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,NZ,NSA,,,M

TRUE,FALSE,s_9648,NZD_IMPORTS_MINERAL_FUELS_VALUE_MIL_NZ_3_NSA,haver,NZNIMEFF@ANZ,,NZD,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,NZ,NSA,,,M

TRUE,FALSE,s_9649,NZD_IMPORTS_MINERAL_FUELS_PT2_VALUE_MIL_NZ_3_NSA,haver,NZNIMEFH@ANZ,,NZD,TRADE DETAIL,IMPORTS,MINERAL,FUELS_PT2,VALUE,MIL,NZ,NSA,,,M

TRUE,FALSE,s_9650,NZD_IMPORTS_GASOLINE_VALUE_MIL_NZ_3_NSA,haver,NZNIMEOM@ANZ,,NZD,TRADE DETAIL,IMPORTS,GASOLINE,,VALUE,MIL,NZ,NSA,,,M

TRUE,FALSE,s_9651,PRY_EXPORTS_ELECTRICITY_VALUE_THOUS_USD_1_NSA,haver,N288IX8D@EMERGELA,,PRY,TRADE DETAIL,EXPORTS,ELECTRICITY,,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9652,PRY_IMPORTS_MINERAL_FUELS_VALUE_THOUS_USD_1_NSA,haver,N288IMF@EMERGELA,,PRY,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,THOUS,USD,NSA,,,M

TRUE,FALSE,s_9653,PER_EXPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N293IXPT@EMERGELA,,PER,TRADE DETAIL,EXPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9654,PER_IMPORTS_MINERAL_FUELS_VALUE_MIL_USD_1_NSA,haver,N293IMFF@EMERGELA,,PER,TRADE DETAIL,IMPORTS,MINERAL,FUELS,VALUE,MIL,USD,NSA,,,M

TRUE,FALSE,s_9655,PHP_IMPORTS_CRUDE_OIL_VALUE_THOUS_USD_1_NSA,haver,N566INKE@EMERGEPR,,PHP,TRADE DETAIL,IMPORTS,CRUDE,OIL,VALUE,THOUS,USD,NSA,,,M

