Read,Visible,id,Ticker,Function,series1,series2,func_args,series1_start_date,series1_end_date,series1_factor,series1_shift,series2_start_date,series2_end_date,series2_factor,series2_shift

TRUE,TRUE,t_2444,IDN_EXPORTS_TO_AFRICA_USD_NSA,splice_geometric,IDN_EXPORTS_TO_AFRICA_USD_NSA1,IDN_EXPORTS_TO_AFRICA_USD_2_NSA,,,,,,,,,

TRUE,TRUE,t_2445,IDN_EXPORTS_AGR_USD_NSA,div_constant,IDN_EXPORTS_AGR_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2446,IDN_EXPORTS_AGR_COFFEE_USD_NSA,div_constant,IDN_EXPORTS_AGR_COFFEE_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2447,IDN_EXPORTS_AGR_TEA_USD_NSA,div_constant,IDN_EXPORTS_AGR_TEA_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2448,IDN_EXPORTS_AGR_TOBACCO_USD_NSA,div_constant,IDN_EXPORTS_AGR_TOBACCO_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2449,IDN_EXPORTS_MANU_USD_NSA,div_constant,IDN_EXPORTS_MANU_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2450,IDN_EXPORTS_MANU_TEXTILES_USD_NSA,div_constant,IDN_EXPORTS_MANU_TEXTILES_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2451,IDN_EXPORTS_MANU_CHEMICALS_USD_NSA,div_constant,IDN_EXPORTS_MANU_CHEMICALS_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2452,IDN_EXPORTS_MANU_CEMENT_USD_NSA,div_constant,IDN_EXPORTS_MANU_CEMENT_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2453,IDN_EXPORTS_MINING_USD_NSA,div_constant,IDN_EXPORTS_MINING_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2456,IDN_EXPORTS_MINING_CRUDE_OIL_USD_NSA,div_constant,IDN_EXPORTS_MINING_CRUDE_OIL_USD_1_NSA,,1000,,,,,,,,

TRUE,TRUE,t_2457,IDN_PPI_SA,name,IDN_PPI_1_SA,,,,,,,,,,

TRUE,TRUE,t_2458,IDN_PPI_DOM_AGR_NSA,name,IDN_PPI_DOM_AGR_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2459,IDN_PPI_DOM_MINING_NSA,name,IDN_PPI_DOM_MINING_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2460,IDN_PPI_DOM_MANU_NSA,name,IDN_PPI_DOM_MANU_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2461,IDN_FOODSTUFF_PRICE_INDEX_SA,name,IDN_FOODSTUFF_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2462,IDN_TOBAC_ALCOHOL_PRICE_INDEX_NSA,name,IDN_TOBAC_ALCOHOL_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2463,IDN_SHELT_PRICE_INDEX_SA,name,IDN_SHELT_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2464,IDN_SHELT_HOUSING_COST_PRICE_INDEX_NSA,name,IDN_SHELT_HOUSING_COST_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2465,IDN_SHELT_UTILITIES_PRICE_INDEX_NSA,name,IDN_SHELT_UTILITIES_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2466,IDN_APPAREL_PRICE_INDEX_SA,name,IDN_APPAREL_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2467,IDN_HEALTH_PRICE_INDEX_SA,name,IDN_HEALTH_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2468,IDN_HEALTH_SERVICES_PRICE_INDEX_NSA,name,IDN_HEALTH_SERVICES_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2469,IDN_HEALTH_MEDICINE_PRICE_INDEX_NSA,name,IDN_HEALTH_MEDICINE_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2470,IDN_HEALTH_PERSONAL_CARE_PRICE_INDEX_NSA,name,IDN_HEALTH_PERSONAL_CARE_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2471,IDN_EDUCATION_RECREATION_SPORT_PRICE_INDEX_SA,name,IDN_EDUCATION_RECREATION_SPORT_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2472,IDN_RECREATION_PRICE_INDEX_NSA,name,IDN_RECREATION_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2473,IDN_TRANSPORT_COMMUNICATION_PRICE_INDEX_SA,name,IDN_TRANSPORT_COMMUNICATION_PRICE_INDEX_1_SA,,,,,,,,,,

TRUE,TRUE,t_2474,IDN_FIN_SERV_PRICE_INDEX_NSA,name,IDN_FIN_SERV_PRICE_INDEX_1_NSA,,,,,,,,,,

TRUE,FALSE,t_2475,ARG_WAGES_NOM_REG_PRIV_INDEX_NSA,splice_geometric,ARG_WAGES_NOM_REG_PRIV_INDEX_1_NSA,ARG_WAGES_NOM_REG_PRIV_INDEX_2_NSA,,,,,,,,,

TRUE,TRUE,t_2476,ARG_WAGES_NOM_REG_PRIV_INDEX_SA,seasonaladjustx13,ARG_WAGES_NOM_REG_PRIV_INDEX_NSA,,,,,,,,,,

TRUE,TRUE,t_2477,CRO_RSALES_NOM_INC_AUTO_INDEX_SA,splice_geometric,CRO_RSALES_NOM_INC_AUTO_INDEX_1_SA,CRO_RSALES_NOM_INC_AUTO_INDEX_2_SA,,,,,,,,,

TRUE,TRUE,t_2478,NZD_RSALES_NOM_VAL_SA,splice2,NZD_RSALES_NOM_VAL_1_SA,NZD_RSALES_NOM_VAL_2_SA,,,,,,,,,

TRUE,TRUE,t_2479,TUR_BP_CP_UNITS_SA,seasonaladjustx13,TUR_BP_CP_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2480,TUR_BP_DWELL_CP_UNITS_SA,seasonaladjustx13,TUR_BP_DWELL_CP_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2481,TUR_BP_DWELL_OP_UNITS_SA,seasonaladjustx13,TUR_BP_DWELL_OP_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2482,TUR_BP_OP_UNITS_SA,seasonaladjustx13,TUR_BP_OP_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2483,TUR_BP_RES_SF_UNITS_NSA,name,TUR_BP_RES_SF_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2484,TUR_BP_RES_MULT_UNITS_NSA,name,TUR_BP_RES_MULT_UNITS_1_NSA,,,,,,,,,,

TRUE,FALSE,t_2485,TUR_BP_RES_UNITS_1_NSA,sum,TUR_BP_RES_SF_UNITS_1_NSA,TUR_BP_RES_MULT_UNITS_1_NSA,,,,,,,,,

TRUE,FALSE,t_2486,TUR_BP_RES_UNITS_1_SA,seasonaladjustx13,TUR_BP_RES_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2487,TUR_BP_RES_UNITS_SA,splice_geometric,TUR_BP_RES_UNITS_1_SA,TUR_BP_RES_UNITS_2_SA,,,,,,,,,

TRUE,FALSE,t_2488,MAL_BP_RES_UNITS_2_NSA1,div_constant,MAL_BP_RES_UNITS_2_NSA,,3,,,,,,,,

TRUE,FALSE,t_2489,MAL_BP_RES_UNITS_NSA22,splice_geometric,MAL_BP_RES_UNITS_1_NSA,MAL_BP_RES_UNITS_2_NSA1,,,,,,,,,

TRUE,TRUE,t_2490,MAL_BP_RES_UNITS_NSA,minterp,MAL_BP_RES_UNITS_NSA22,,,,,,,,,,

TRUE,TRUE,t_2491,MAL_BP_UNITS_SA,seasonaladjustx13,MAL_BP_UNITS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2491,USA_RSALES_NOM_SA,splice_geometric,USA_RSALES_NOM_1_SA,USA_RSALES_NOM_2_SA,,,,,,,,,

TRUE,TRUE,t_2492,TUR_BOP_FA_USD_NSA,name,TUR_BOP_FA_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2493,TUR_BOP_FA_PORTINV_NET_USD_NSA,name,TUR_BOP_FA_PORTINV_NET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2494,TUR_BOP_FA_PORTINV_LIAB_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2495,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2496,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_RES_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2497,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_MFI_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2498,TUR_BOP_FA_PORTINV_LIAB_DEBT_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2499,TUR_BOP_FA_PORTINV_LIAB_DEBT_CB_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_CB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2500,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2501,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_LC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_LC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2502,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_FC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_GOVT_FC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2503,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2504,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_LC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_LC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2505,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_FC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_MFI_FC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2506,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2507,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_LC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_LC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2508,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_FC_USD_NSA,name,TUR_BOP_FA_PORTINV_LIAB_DEBT_RES_FC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2509,TUR_BOP_FA_PORTINV_ASSET_USD_NSA,name,TUR_BOP_FA_PORTINV_ASSET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2510,TUR_BOP_FA_PORTINV_ASSET_RES_USD_NSA,name,TUR_BOP_FA_PORTINV_ASSET_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2511,TUR_BOP_FA_PORTINV_ASSET_MFI_USD_NSA,name,TUR_BOP_FA_PORTINV_ASSET_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2512,TUR_BOP_FA_PORTINV_ASSET_GOVT_USD_NSA,name,TUR_BOP_FA_PORTINV_ASSET_GOVT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2513,TUR_BOP_FA_OTHER_NET_USD_NSA,name,TUR_BOP_FA_OTHER_NET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2514,TUR_BOP_FA_OTHER_NET_DEPOSITS_USD_NSA,name,TUR_BOP_FA_OTHER_NET_DEPOSITS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2515,TUR_BOP_FA_OTHER_NET_LOANS_USD_NSA,name,TUR_BOP_FA_OTHER_NET_LOANS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2516,TUR_BOP_FA_OTHER_NET_OTHER_USD_NSA,name,TUR_BOP_FA_OTHER_NET_OTHER_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2517,TUR_BOP_FA_OTHER_ASSET_OTHER_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_OTHER_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2518,TUR_BOP_FA_OTHER_LIAB_OTHER_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_OTHER_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2519,TUR_BOP_FA_OTHER_NET_TRADE_CREDIT_USD_NSA,name,TUR_BOP_FA_OTHER_NET_TRADE_CREDIT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2520,TUR_BOP_FA_OTHER_ASSET_TRADE_CREDIT_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_TRADE_CREDIT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2521,TUR_BOP_FA_OTHER_LIAB_TRADE_CREDIT_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_TRADE_CREDIT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2522,TUR_BOP_FA_OTHER_LIAB_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2523,TUR_BOP_FA_OTHER_LIAB_LOANS_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2524,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2525,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_ST_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_ST_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2526,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_LT_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_RES_LT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2527,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2528,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_ST_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_ST_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2529,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_LT_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_MFI_LT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2530,TUR_BOP_FA_OTHER_LIAB_LOANS_GOVT_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_GOVT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2531,TUR_BOP_FA_OTHER_LIAB_LOANS_CB_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_LOANS_CB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2532,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2533,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_RES_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2534,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_MFI_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2535,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2536,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_ST_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_ST_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2537,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_LT_USD_NSA,name,TUR_BOP_FA_OTHER_LIAB_DEPOSITS_CB_LT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2538,TUR_BOP_FA_OTHER_ASSET_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2539,TUR_BOP_FA_OTHER_ASSET_LOANS_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_LOANS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2540,TUR_BOP_FA_OTHER_ASSET_LOANS_MFI_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_LOANS_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2541,TUR_BOP_FA_OTHER_ASSET_LOANS_GOVT_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_LOANS_GOVT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2542,TUR_BOP_FA_OTHER_ASSET_LOANS_CB_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_LOANS_CB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2543,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2544,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_RES_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_RES_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2545,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2546,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_LC_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_LC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2547,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_FC_USD_NSA,name,TUR_BOP_FA_OTHER_ASSET_DEPOSITS_MFI_FC_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2548,TUR_BOP_NET_ERRORS_USD,name,TUR_BOP_NET_ERRORS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2549,TUR_BOP_FA_FDI_NET_USD_NSA,name,TUR_BOP_FA_FDI_NET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2550,TUR_BOP_FA_FDI_LIAB_USD_NSA,name,TUR_BOP_FA_FDI_LIAB_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2551,TUR_BOP_FA_FDI_LIAB_EQ_USD_NSA,name,TUR_BOP_FA_FDI_LIAB_EQ_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2552,TUR_BOP_FA_FDI_LIAB_DEBT_USD_NSA,name,TUR_BOP_FA_FDI_LIAB_DEBT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2553,TUR_BOP_FA_FDI_LIAB_DEBT_REALESTATE_USD_NSA,name,TUR_BOP_FA_FDI_LIAB_DEBT_REALESTATE_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2554,TUR_BOP_FA_FDI_ASSET_USD_NSA,name,TUR_BOP_FA_FDI_ASSET_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2555,TUR_BOP_FA_FDI_ASSET_EQ_USD_NSA,name,TUR_BOP_FA_FDI_ASSET_EQ_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2556,TUR_BOP_FA_FDI_ASSET_DEBT_USD_NSA,name,TUR_BOP_FA_FDI_ASSET_DEBT_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2557,TUR_BOP_CA_USD_SA,name,TUR_BOP_CA_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2558,TUR_BOP_CA_TB_USD_SA,name,TUR_BOP_CA_TB_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2559,TUR_BOP_CA_TB_NET_SERV_USD_SA,name,TUR_BOP_CA_TB_NET_SERV_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2560,TUR_BOP_CA_TB_NET_GOODS_USD_SA,name,TUR_BOP_CA_TB_NET_GOODS_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2561,TUR_BOP_CA_TB_IMPORTS_SERV_USD_SA,name,TUR_BOP_CA_TB_IMPORTS_SERV_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2562,TUR_BOP_CA_TB_IMPORTS_GOODS_USD_SA,name,TUR_BOP_CA_TB_IMPORTS_GOODS_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2563,TUR_BOP_CA_TB_EXPORTS_SERV_USD_SA,name,TUR_BOP_CA_TB_EXPORTS_SERV_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2564,TUR_BOP_CA_TB_EXPORTS_GOODS_USD_SA,name,TUR_BOP_CA_TB_EXPORTS_GOODS_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2565,TUR_BOP_CA_SECONDARYINC_NET_USD_SA,name,TUR_BOP_CA_SECONDARYINC_NET_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2566,TUR_BOP_CA_PRIMEINC_NET_USD_SA,name,TUR_BOP_CA_PRIMEINC_NET_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2567,TUR_BOP_CA_PRIMEINC_LIAB_USD_SA,name,TUR_BOP_CA_PRIMEINC_LIAB_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2568,TUR_BOP_CA_PRIMEINC_ASSET_USD_SA,name,TUR_BOP_CA_PRIMEINC_ASSET_USD_1_SA,,,,,,,,,,

TRUE,TRUE,t_2569,USA_SHIP_RAILROAD_TRAFFIC_NSA,name,USA_SHIP_RAILROAD_TRAFFIC_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2570,USA_SHIP_BALTIC_EXCHANGE_DRY_INDEX_NSA,name,USA_SHIP_BALTIC_EXCHANGE_DRY_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2571,USA_SHIP_BALTIC_CLEAN_TANKER_INDEX_NSA,name,USA_SHIP_BALTIC_CLEAN_TANKER_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2572,USA_SHIP_BALTIC_DIRTY_TANKER_INDEX_NSA,name,USA_SHIP_BALTIC_DIRTY_TANKER_INDEX_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2573,USA_SHIP_MAJOR_APPLIANCES_SA,seasonaladjustx13,USA_SHIP_MAJOR_APPLIANCES_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2574,USA_SHIP_APPLIANCES_AHAM6_SA,seasonaladjustx13,USA_SHIP_APPLIANCES_AHAM6_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2575,USA_SHIP_REFRIGERATORS_SA,seasonaladjustx13,USA_SHIP_REFRIGERATORS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2576,USA_SHIP_CASS_FREIGHT_INDEX_SHIPMENTS_WDA,name,USA_SHIP_CASS_FREIGHT_INDEX_SHIPMENTS_1_WDA,,,,,,,,,,

TRUE,TRUE,t_2577,USA_SHIP_PORT_CHARLESTON_CONTAINERS_TOTAL_NSA,name,USA_SHIP_PORT_CHARLESTON_CONTAINERS_TOTAL_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2578,USA_SHIP_PORT_LONGBEACH_CONTAINERS_TOTAL_NSA,name,USA_SHIP_PORT_LONGBEACH_CONTAINERS_TOTAL_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2579,USA_SHIP_PORT_LOS_ANGELES_CONTAINERS_TOTAL_NSA,name,USA_SHIP_PORT_LOS_ANGELES_CONTAINERS_TOTAL_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2580,USA_SHIP_AIRCARGO_SYSTEM_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_SYSTEM_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2581,USA_SHIP_AIRCARGO_DOMESTIC_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_DOMESTIC_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2582,USA_SHIP_AIRCARGO_INTERNATIONAL_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_INTERNATIONAL_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2583,USA_SHIP_AIRCARGO_ATLANTIC_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_ATLANTIC_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2584,USA_SHIP_AIRCARGO_LATIN_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_LATIN_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2585,USA_SHIP_AIRCARGO_PACIFIC_OPERATIONS_NSA,name,USA_SHIP_AIRCARGO_PACIFIC_OPERATIONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2586,IDN_TOURISM_TOTAL_NUM_NSA,name,IDN_TOURISM_TOTAL_NUM_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2587,IDN_TOURISM_AIRPORTS_INTERNATIONAL_THOUS_NSA,name,IDN_TOURISM_AIRPORTS_INTERNATIONAL_THOUS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2588,IDN_TRANSPORT_DOMESTIC_RAILWAY_THOUS_NSA,name,IDN_TRANSPORT_DOMESTIC_RAILWAY_THOUS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2589,IDN_SHIP_RAILROAD_TRANSPORT_GOODS_THOUS_TONS_NSA,name,IDN_SHIP_RAILROAD_TRANSPORT_GOODS_THOUS_TONS_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2590,ARG_BOP_NET_ERRORS_USD,name,ARG_BOP_NET_ERRORS_USD_1_NSA,,,,,,,,,,

TRUE,TRUE,t_2591,AUS_BOP_NET_ERRORS,name,AUS_BOP_NET_ERRORS_1_NSA,,,,,,,,,,

